14 May 2022 - 21 May 2022
Date/time;500KVApCIDETpFIME_20220521_163645_10m_STD.Current L1 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L2 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L3 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power III (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Frequency (Hz);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power III (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  III (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L12 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L23 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L31 (V)
5/20/22 3:40:00 AM;212.271;182.190;227.600;78;60.000;20;0.183;0.178;0.179;0.170;0.170;0.160;80;222.57;225.07;223.77
5/20/22 3:50:00 AM;200.647;165.663;213.630;72;59.999;19;0.185;0.181;0.183;0.170;0.180;0.190;75;222.83;225.34;223.98
5/20/22 4:00:00 AM;207.126;160.802;219.063;73;59.986;19;0.180;0.176;0.182;0.190;0.200;0.220;76;222.53;225.05;223.66
5/20/22 4:10:00 AM;206.173;175.191;216.346;75;60.000;19;0.173;0.173;0.176;0.160;0.170;0.170;77;222.51;224.87;223.60
5/20/22 4:20:00 AM;197.979;159.635;209.943;71;59.999;18;0.171;0.171;0.174;0.180;0.180;0.190;73;222.68;225.00;223.65
5/20/22 4:30:00 AM;209.031;153.413;217.899;72;59.998;19;0.173;0.176;0.179;0.170;0.190;0.190;75;222.58;225.08;223.67
5/20/22 4:40:00 AM;211.890;179.079;224.302;77;60.004;20;0.171;0.174;0.178;0.160;0.170;0.170;80;223.03;225.37;223.99
5/20/22 4:50:00 AM;197.027;164.302;209.555;71;59.999;18;0.170;0.174;0.179;0.170;0.180;0.180;74;222.60;224.91;223.64
5/20/22 5:00:00 AM;198.932;148.747;199.272;68;59.991;18;0.171;0.173;0.179;0.160;0.150;0.150;71;222.84;225.13;223.84
5/20/22 5:10:00 AM;207.697;172.274;218.869;75;60.009;19;0.168;0.172;0.179;0.140;0.160;0.170;77;222.99;225.21;223.83
5/20/22 5:20:00 AM;183.117;143.497;205.869;66;59.988;17;0.165;0.171;0.176;0.140;0.150;0.150;69;223.27;225.49;224.04
5/20/22 5:30:00 AM;192.072;128.330;203.928;65;59.984;17;0.170;0.179;0.182;0.210;0.220;0.210;68;223.22;225.62;224.12
5/20/22 5:40:00 AM;188.071;153.413;210.137;69;59.999;17;0.168;0.178;0.182;0.140;0.160;0.170;71;223.15;225.25;223.94
5/20/22 5:50:00 AM;181.783;141.747;206.839;66;60.018;16;0.168;0.176;0.181;0.170;0.150;0.180;69;223.40;225.49;224.17
5/20/22 6:00:00 AM;166.730;123.080;197.913;61;60.001;14;0.173;0.180;0.183;0.230;0.230;0.230;63;223.25;225.28;223.94
5/20/22 6:10:00 AM;176.447;147.580;223.526;68;59.992;16;0.173;0.179;0.182;0.160;0.160;0.160;71;222.63;224.59;223.23
5/20/22 6:20:00 AM;167.682;132.414;200.630;62;60.008;15;0.170;0.176;0.179;0.130;0.130;0.140;65;222.82;224.71;223.47
5/20/22 6:30:00 AM;175.495;141.163;203.152;64;59.993;15;0.169;0.173;0.176;0.160;0.160;0.160;67;221.61;223.32;222.24
5/20/22 6:40:00 AM;177.400;151.469;222.750;68;59.995;15;0.171;0.175;0.178;0.180;0.190;0.190;71;221.20;222.79;221.65
5/20/22 6:50:00 AM;160.251;157.885;202.376;65;60.000;14;0.169;0.173;0.176;0.140;0.150;0.160;67;221.35;222.70;221.73
5/20/22 7:00:00 AM;143.864;160.996;184.331;61;59.982;12;0.174;0.179;0.183;0.210;0.220;0.220;62;220.75;221.89;221.15
5/20/22 7:10:00 AM;147.103;174.413;199.272;65;60.006;13;0.174;0.178;0.182;0.140;0.140;0.160;66;220.71;221.69;220.94
5/20/22 7:20:00 AM;176.066;166.830;230.317;70;60.003;16;0.175;0.177;0.182;0.160;0.140;0.150;73;220.24;221.50;220.49
5/20/22 7:30:00 AM;194.740;177.329;255.929;77;60.020;18;0.168;0.171;0.177;0.130;0.150;0.160;80;219.93;221.28;220.04
5/20/22 7:40:00 AM;196.836;200.662;263.302;81;59.995;18;0.170;0.172;0.177;0.170;0.170;0.170;84;218.80;219.87;218.88
5/20/22 7:50:00 AM;189.976;171.496;259.034;75;59.995;16;0.170;0.173;0.177;0.170;0.170;0.170;78;218.26;219.46;218.33
5/20/22 8:00:00 AM;201.409;208.829;261.944;82;59.997;17;0.165;0.172;0.174;0.190;0.220;0.210;85;217.83;218.75;217.85
5/20/22 8:10:00 AM;231.897;246.161;293.184;94;59.998;21;0.165;0.172;0.174;0.160;0.170;0.160;97;217.52;218.48;217.63
5/20/22 8:20:00 AM;226.371;221.273;279.989;88;60.010;21;0.169;0.175;0.177;0.180;0.170;0.180;91;217.09;218.12;217.30
5/20/22 8:30:00 AM;239.329;250.828;289.109;95;60.006;22;0.169;0.174;0.176;0.160;0.150;0.140;98;216.68;217.65;217.00
5/20/22 8:40:00 AM;215.891;238.967;272.616;88;59.988;20;0.171;0.175;0.176;0.200;0.200;0.190;91;216.02;216.87;216.32
5/20/22 8:50:00 AM;211.318;244.217;269.317;88;59.996;19;0.174;0.177;0.179;0.180;0.180;0.200;90;215.47;216.23;215.70
5/20/22 9:00:00 AM;245.807;259.189;310.452;98;59.984;22;0.175;0.176;0.178;0.220;0.210;0.210;102;215.28;216.17;215.50
5/20/22 9:10:00 AM;235.518;244.606;285.422;93;60.009;21;0.178;0.179;0.179;0.180;0.180;0.170;95;214.59;215.49;214.83
5/20/22 9:20:00 AM;243.330;267.355;314.139;99;60.007;22;0.178;0.179;0.179;0.170;0.150;0.160;102;214.21;215.23;214.46
5/20/22 9:30:00 AM;241.806;257.632;302.497;96;60.002;21;0.179;0.179;0.179;0.150;0.150;0.150;99;213.78;214.63;214.05
5/20/22 9:40:00 AM;240.281;252.189;300.169;95;59.986;20;0.182;0.181;0.180;0.200;0.190;0.190;98;212.74;213.64;213.03
5/20/22 9:50:00 AM;267.149;280.966;333.348;106;60.002;22;0.186;0.184;0.182;0.210;0.200;0.190;109;213.38;214.34;213.68
5/20/22 10:00:00 AM;270.769;259.966;337.617;104;60.000;23;0.182;0.177;0.177;0.140;0.140;0.160;107;213.45;214.61;213.80
5/20/22 10:10:00 AM;279.344;291.661;364.588;112;60.005;24;0.183;0.176;0.177;0.170;0.150;0.160;115;212.95;213.75;213.06
5/20/22 10:20:00 AM;276.295;291.272;344.602;109;59.990;24;0.181;0.175;0.175;0.160;0.160;0.150;112;212.92;213.84;213.13
5/20/22 10:30:00 AM;292.492;287.772;367.110;113;59.995;25;0.181;0.175;0.177;0.160;0.150;0.170;116;212.43;213.38;212.60
5/20/22 10:40:00 AM;288.300;315.382;377.200;117;59.999;25;0.181;0.175;0.179;0.200;0.200;0.210;120;212.20;212.99;212.30
5/20/22 10:50:00 AM;303.924;325.104;358.961;118;60.000;25;0.187;0.182;0.184;0.230;0.240;0.240;121;211.30;212.22;211.80
5/20/22 11:00:00 AM;304.115;319.271;387.096;120;60.032;26;0.183;0.179;0.182;0.180;0.180;0.190;124;211.89;212.94;212.27
5/20/22 11:10:00 AM;290.014;312.855;369.633;116;59.995;25;0.185;0.181;0.184;0.200;0.200;0.190;119;212.32;213.37;212.74
5/20/22 11:20:00 AM;316.501;296.910;370.021;117;59.997;27;0.186;0.185;0.189;0.190;0.200;0.220;121;211.66;212.92;212.29
5/20/22 11:30:00 AM;303.353;328.993;374.483;120;59.990;26;0.186;0.185;0.189;0.150;0.160;0.150;123;211.82;212.81;212.28
5/20/22 11:40:00 AM;303.543;313.438;393.305;120;60.004;26;0.184;0.183;0.187;0.170;0.160;0.170;124;212.22;213.25;212.61
5/20/22 11:50:00 AM;354.039;317.521;407.663;128;59.991;28;0.183;0.184;0.192;0.200;0.210;0.230;132;211.04;212.24;211.66
5/20/22 12:00:00 PM;335.556;321.799;417.753;127;60.009;28;0.193;0.195;0.203;0.250;0.260;0.270;131;211.22;212.32;211.69
5/20/22 12:10:00 PM;358.040;325.688;433.469;132;60.028;30;0.193;0.197;0.206;0.180;0.180;0.210;137;211.68;212.95;212.19
5/20/22 12:20:00 PM;341.081;304.105;459.082;129;59.990;31;0.197;0.208;0.211;0.210;0.270;0.220;135;211.03;212.36;211.16
5/20/22 12:30:00 PM;367.758;313.243;460.052;134;59.998;30;0.197;0.208;0.210;0.160;0.160;0.160;140;211.18;212.63;211.59
5/20/22 12:40:00 PM;354.420;315.577;454.813;133;59.994;30;0.196;0.207;0.208;0.180;0.190;0.170;138;211.58;213.13;212.03
5/20/22 12:50:00 PM;385.289;311.494;502.933;139;60.002;33;0.193;0.204;0.204;0.210;0.210;0.200;146;210.74;212.51;211.02
5/20/22 1:00:00 PM;368.330;306.633;494.202;136;59.998;32;0.194;0.207;0.204;0.190;0.210;0.200;143;210.82;212.57;211.26
5/20/22 1:10:00 PM;387.194;307.410;501.963;139;59.997;33;0.195;0.208;0.206;0.210;0.220;0.210;146;210.31;212.15;210.72
5/20/22 1:20:00 PM;334.031;300.605;471.500;128;59.993;31;0.196;0.208;0.204;0.200;0.200;0.200;135;210.31;211.90;210.61
5/20/22 1:30:00 PM;360.899;324.132;483.724;137;60.008;32;0.197;0.211;0.205;0.170;0.200;0.170;143;210.65;212.31;211.17
5/20/22 1:40:00 PM;341.653;337.160;427.260;131;60.005;29;0.196;0.211;0.205;0.150;0.170;0.160;135;210.49;211.92;211.19
5/20/22 1:50:00 PM;342.987;349.409;433.664;133;60.006;31;0.193;0.208;0.199;0.160;0.150;0.160;138;211.15;212.62;211.86
5/20/22 2:00:00 PM;354.039;366.520;445.111;138;59.987;32;0.184;0.200;0.191;0.160;0.180;0.200;142;210.79;212.25;211.55
5/20/22 2:10:00 PM;317.835;347.854;391.752;126;59.996;27;0.317;0.508;0.311;0.680;1.140;0.660;129;210.42;211.73;211.21
5/20/22 2:20:00 PM;332.507;356.993;416.783;131;60.004;29;0.316;0.506;0.309;0.150;0.140;0.140;135;210.55;212.07;211.39
5/20/22 2:30:00 PM;330.601;355.632;436.962;132;60.005;30;0.316;0.506;0.310;0.170;0.180;0.190;136;209.60;211.26;210.33
5/20/22 2:40:00 PM;329.267;334.049;442.977;130;60.013;29;0.320;0.521;0.318;0.270;0.530;0.320;134;209.27;211.06;210.08
5/20/22 2:50:00 PM;347.560;343.187;457.724;135;60.003;30;0.321;0.522;0.319;0.230;0.250;0.230;139;209.20;211.15;210.07
5/20/22 3:00:00 PM;371.569;373.715;502.351;145;59.993;34;0.320;0.522;0.318;0.170;0.190;0.190;151;208.64;210.56;209.35
5/20/22 3:10:00 PM;316.691;359.715;444.917;131;59.996;29;0.319;0.521;0.318;0.190;0.210;0.190;135;208.44;210.07;209.18
5/20/22 3:20:00 PM;377.286;385.381;474.993;145;60.008;34;0.319;0.521;0.317;0.200;0.170;0.180;150;208.32;210.29;209.38
5/20/22 3:30:00 PM;379.382;381.492;496.142;147;60.001;35;0.319;0.521;0.317;0.140;0.170;0.140;153;209.65;211.69;210.52
5/20/22 3:40:00 PM;376.142;375.270;481.590;145;60.003;34;0.320;0.521;0.318;0.200;0.220;0.220;151;210.46;212.50;211.49
5/20/22 3:50:00 PM;374.809;375.465;471.112;144;60.003;34;0.321;0.522;0.319;0.200;0.200;0.190;149;210.39;212.42;211.45
5/20/22 4:00:00 PM;388.719;401.520;480.231;150;60.004;36;0.321;0.522;0.318;0.150;0.200;0.160;155;210.17;212.15;211.32
5/20/22 4:10:00 PM;364.328;380.909;472.082;143;59.992;34;0.194;0.269;0.206;0.170;0.190;0.190;148;209.72;211.64;210.65
5/20/22 4:20:00 PM;331.745;372.159;427.648;134;60.001;30;0.196;0.270;0.208;0.190;0.190;0.180;138;210.07;211.77;211.13
5/20/22 4:30:00 PM;362.995;404.436;447.440;143;59.991;33;0.195;0.270;0.206;0.160;0.180;0.160;148;209.60;211.31;210.73
5/20/22 4:40:00 PM;358.993;391.214;439.096;141;59.993;33;0.183;0.197;0.186;0.160;0.150;0.170;145;210.68;212.51;211.84
5/20/22 4:50:00 PM;359.946;385.381;423.574;139;59.999;33;0.260;0.279;0.188;0.530;0.570;0.240;143;211.12;213.02;212.48
5/20/22 5:00:00 PM;335.174;385.187;423.768;136;60.013;32;0.261;0.280;0.190;0.200;0.210;0.210;140;211.46;213.25;212.65
5/20/22 5:10:00 PM;363.376;400.353;437.738;143;59.996;34;0.261;0.280;0.190;0.180;0.210;0.190;147;211.04;212.86;212.31
5/20/22 5:20:00 PM;363.757;376.826;413.678;137;60.013;32;0.259;0.280;0.189;0.160;0.180;0.170;141;211.01;212.97;212.49
5/20/22 5:30:00 PM;343.940;366.326;409.797;133;60.005;31;0.261;0.283;0.191;0.190;0.240;0.170;138;211.65;213.49;212.90
5/20/22 5:40:00 PM;362.995;362.437;438.320;138;59.992;32;0.259;0.281;0.186;0.150;0.160;0.170;143;211.69;213.91;213.05
5/20/22 5:50:00 PM;363.947;342.410;436.380;137;60.014;32;0.258;0.280;0.185;0.170;0.180;0.170;142;213.49;215.78;214.76
5/20/22 6:00:00 PM;342.606;351.743;430.365;135;60.011;32;0.260;0.282;0.191;0.210;0.240;0.230;140;214.01;216.18;215.25
5/20/22 6:10:00 PM;335.174;339.882;415.036;131;59.997;30;0.260;0.282;0.192;0.170;0.180;0.200;135;213.82;215.95;215.01
5/20/22 6:20:00 PM;348.513;352.909;406.693;134;60.005;31;0.258;0.281;0.189;0.130;0.160;0.130;138;214.08;216.16;215.49
5/20/22 6:30:00 PM;302.400;316.160;375.648;120;60.018;26;0.260;0.284;0.193;0.210;0.240;0.210;124;214.09;216.17;215.39
5/20/22 6:40:00 PM;299.542;304.299;356.050;116;59.998;26;0.261;0.284;0.194;0.170;0.170;0.180;120;214.45;216.70;215.95
5/20/22 6:50:00 PM;296.112;335.993;360.319;120;59.983;26;0.177;0.200;0.185;0.150;0.170;0.130;124;214.67;216.61;216.14
5/20/22 7:00:00 PM;290.205;314.993;339.751;115;59.997;25;0.176;0.200;0.184;0.190;0.210;0.200;118;214.68;216.68;216.23
5/20/22 7:10:00 PM;286.013;315.577;339.945;114;60.004;25;0.188;0.208;0.195;0.270;0.280;0.280;117;214.84;216.84;216.33
5/20/22 7:20:00 PM;290.205;317.132;337.617;115;60.004;25;0.189;0.210;0.196;0.180;0.200;0.180;118;215.32;217.24;216.72
5/20/22 7:30:00 PM;255.335;265.217;290.855;99;59.982;22;0.188;0.204;0.197;0.170;0.180;0.180;102;216.33;218.47;217.94
5/20/22 7:40:00 PM;239.329;237.412;256.317;90;59.994;19;0.189;0.206;0.198;0.170;0.190;0.190;92;216.04;218.41;217.87
5/20/22 7:50:00 PM;226.943;234.106;226.048;85;60.008;17;0.187;0.206;0.197;0.140;0.180;0.150;87;216.99;219.22;218.85
5/20/22 8:00:00 PM;229.039;237.800;224.496;85;60.000;18;0.182;0.199;0.190;0.140;0.140;0.140;87;216.87;219.04;218.72
5/20/22 8:10:00 PM;225.037;235.662;221.973;84;60.001;18;0.182;0.199;0.187;0.170;0.180;0.170;86;217.43;219.60;219.30
5/20/22 8:20:00 PM;230.944;242.856;220.809;86;60.002;18;0.182;0.198;0.188;0.140;0.140;0.140;88;217.56;219.75;219.39
5/20/22 8:30:00 PM;230.563;238.773;215.958;84;59.993;18;0.176;0.189;0.182;0.130;0.130;0.130;86;216.73;219.00;218.63
5/20/22 8:40:00 PM;219.702;212.329;197.913;78;60.005;16;0.173;0.187;0.179;0.120;0.120;0.120;80;217.22;219.67;219.16
5/20/22 8:50:00 PM;221.798;216.995;197.719;79;60.000;17;0.172;0.184;0.178;0.110;0.110;0.120;80;217.64;220.13;219.53
5/20/22 9:00:00 PM;224.466;212.134;194.615;78;60.005;17;0.166;0.177;0.172;0.110;0.110;0.110;80;218.55;221.28;220.75
5/20/22 9:10:00 PM;218.559;205.718;193.450;76;59.991;17;0.148;0.159;0.153;0.150;0.160;0.150;78;218.28;221.01;220.38
5/20/22 9:20:00 PM;211.127;202.412;188.794;75;60.005;16;0.142;0.152;0.148;0.120;0.120;0.120;76;218.28;221.10;220.39
5/20/22 9:30:00 PM;215.129;209.801;187.241;76;60.009;17;0.142;0.151;0.145;0.170;0.170;0.160;78;218.60;221.50;220.74
5/20/22 9:40:00 PM;216.082;210.579;188.406;76;60.010;17;0.139;0.146;0.140;0.140;0.140;0.140;78;219.21;222.16;221.41
5/20/22 9:50:00 PM;203.124;197.940;188.018;73;60.001;17;0.140;0.144;0.140;0.150;0.160;0.150;75;219.52;222.51;221.66
5/20/22 10:00:00 PM;212.080;204.357;186.271;75;60.002;17;0.138;0.142;0.138;0.110;0.110;0.110;77;219.96;223.00;222.12
5/20/22 10:10:00 PM;212.842;201.635;185.495;75;59.991;17;0.256;0.261;0.687;0.560;0.570;1.570;77;219.68;222.78;221.89
5/20/22 10:20:00 PM;204.268;193.662;183.361;72;59.998;16;0.257;0.261;0.687;0.150;0.150;0.160;74;219.67;222.83;221.89
5/20/22 10:30:00 PM;207.316;201.246;183.943;74;59.998;17;0.265;0.268;0.688;0.280;0.270;0.240;76;219.67;222.87;221.95
5/20/22 10:40:00 PM;208.841;204.357;183.749;74;59.998;17;0.268;0.271;0.689;0.210;0.200;0.210;76;219.42;222.65;221.70
5/20/22 10:50:00 PM;201.790;195.218;183.361;72;60.003;17;0.270;0.272;0.689;0.190;0.180;0.170;74;219.58;222.72;221.76
5/20/22 11:00:00 PM;207.126;198.718;182.391;73;60.003;17;0.272;0.275;0.689;0.200;0.200;0.200;75;219.80;222.97;222.04
5/20/22 11:10:00 PM;208.650;199.885;181.809;74;60.006;17;0.273;0.275;0.689;0.180;0.170;0.170;76;220.52;223.76;222.84
5/20/22 11:20:00 PM;197.789;188.024;182.197;71;59.998;16;0.274;0.276;0.689;0.150;0.160;0.160;73;220.54;223.74;222.76
5/20/22 11:30:00 PM;205.220;197.357;175.599;72;60.004;16;0.275;0.278;0.689;0.190;0.210;0.190;74;219.25;222.49;221.60
5/20/22 11:40:00 PM;204.268;203.190;171.137;72;60.005;17;0.275;0.278;0.690;0.150;0.160;0.160;74;219.03;222.17;221.29
5/20/22 11:50:00 PM;190.548;189.190;177.346;69;60.000;16;0.275;0.278;0.690;0.140;0.150;0.140;71;219.32;222.46;221.45
5/21/22 12:00:00 AM;181.973;168.385;165.510;65;60.008;13;0.276;0.279;0.690;0.180;0.180;0.180;66;220.52;223.77;222.69
5/21/22 12:10:00 AM;177.972;156.913;160.465;62;60.001;12;0.189;0.189;0.185;0.160;0.170;0.190;64;220.86;224.15;223.09
5/21/22 12:20:00 AM;138.147;117.831;135.435;49;60.004;8;0.193;0.194;0.189;0.200;0.210;0.210;50;220.54;223.83;222.64
5/21/22 12:30:00 AM;136.051;106.164;118.748;46;59.998;7;0.179;0.183;0.181;0.170;0.180;0.170;46;220.56;223.85;222.63
5/21/22 12:40:00 AM;131.478;98.775;117.584;44;60.004;6;0.175;0.180;0.178;0.160;0.160;0.170;45;220.21;223.55;222.33
5/21/22 12:50:00 AM;130.906;99.942;117.972;44;60.005;7;0.170;0.177;0.175;0.130;0.140;0.130;45;221.30;224.63;223.38
5/21/22 1:00:00 AM;134.717;104.220;116.613;45;59.997;7;0.166;0.173;0.173;0.150;0.160;0.170;46;221.65;224.96;223.84
5/21/22 1:10:00 AM;123.666;96.831;116.225;43;59.992;7;0.164;0.174;0.173;0.160;0.180;0.180;43;221.83;225.10;223.90
5/21/22 1:20:00 AM;132.050;105.386;115.255;45;60.007;7;0.166;0.174;0.173;0.170;0.160;0.160;46;221.99;225.16;224.08
5/21/22 1:30:00 AM;130.716;103.831;116.031;44;60.014;7;0.161;0.169;0.170;0.140;0.160;0.150;45;222.35;225.48;224.33
5/21/22 1:40:00 AM;124.618;97.609;115.643;43;59.999;7;0.163;0.172;0.172;0.170;0.190;0.180;44;222.45;225.62;224.43
5/21/22 1:50:00 AM;133.002;102.470;115.255;44;59.998;7;0.164;0.173;0.174;0.160;0.160;0.170;45;221.39;224.47;223.40
5/21/22 2:00:00 AM;123.284;94.887;115.061;42;59.995;6;0.162;0.170;0.171;0.150;0.150;0.150;43;221.08;224.03;222.89
5/21/22 2:10:00 AM;128.048;97.414;113.315;43;60.002;6;0.168;0.177;0.175;0.220;0.230;0.220;44;220.89;223.88;222.75
5/21/22 2:20:00 AM;128.048;99.553;111.375;43;60.017;7;0.166;0.174;0.172;0.180;0.180;0.180;44;221.43;224.44;223.35
5/21/22 2:30:00 AM;119.473;92.164;111.375;41;59.992;7;0.167;0.174;0.172;0.180;0.180;0.170;42;222.07;225.11;223.93
5/21/22 2:40:00 AM;129.954;104.025;111.569;44;60.001;7;0.172;0.179;0.176;0.210;0.210;0.210;45;222.02;224.96;223.93
5/21/22 2:50:00 AM;122.713;92.553;111.763;41;60.003;7;0.176;0.180;0.177;0.180;0.160;0.160;42;222.62;225.51;224.40
5/21/22 3:00:00 AM;123.475;90.414;111.375;41;59.991;6;0.180;0.183;0.180;0.200;0.200;0.200;42;221.99;224.84;223.75
5/21/22 3:10:00 AM;128.048;97.220;110.210;42;60.016;7;0.185;0.186;0.182;0.220;0.210;0.200;43;221.99;224.81;223.71
5/21/22 3:20:00 AM;118.902;90.220;109.628;40;59.996;7;0.186;0.187;0.183;0.180;0.180;0.170;41;222.50;225.34;224.22
5/21/22 3:30:00 AM;119.092;91.970;110.210;41;60.007;7;0.188;0.189;0.186;0.180;0.190;0.190;41;221.60;224.40;223.29
5/21/22 3:40:00 AM;118.140;89.637;111.763;40;60.007;6;0.188;0.187;0.184;0.160;0.160;0.160;41;221.87;224.67;223.51
5/21/22 3:50:00 AM;118.902;88.081;111.375;40;60.001;6;0.186;0.186;0.182;0.130;0.130;0.130;41;222.10;224.85;223.73
5/21/22 4:00:00 AM;125.190;93.525;110.016;42;60.025;7;0.191;0.190;0.189;0.210;0.210;0.230;43;222.99;225.80;224.70
5/21/22 4:10:00 AM;118.521;86.914;110.210;40;59.993;6;0.194;0.193;0.194;0.250;0.250;0.260;41;222.45;225.17;223.99
5/21/22 4:20:00 AM;118.521;91.192;110.016;40;60.013;7;0.193;0.191;0.192;0.160;0.150;0.150;41;222.20;224.85;223.72
5/21/22 4:30:00 AM;121.379;92.748;110.210;41;59.998;7;0.192;0.191;0.192;0.160;0.180;0.160;42;222.49;225.11;223.93
5/21/22 4:40:00 AM;121.569;92.359;109.628;41;60.007;7;0.190;0.190;0.190;0.190;0.200;0.190;42;222.70;225.31;224.18
5/21/22 4:50:00 AM;116.615;87.109;108.270;40;60.001;6;0.187;0.189;0.188;0.130;0.140;0.130;40;223.42;226.04;224.84
5/21/22 5:00:00 AM;116.996;87.109;108.658;40;60.014;6;0.184;0.185;0.185;0.160;0.150;0.150;41;223.57;226.15;224.99
5/21/22 5:10:00 AM;124.618;92.553;108.076;41;59.994;7;0.181;0.187;0.189;0.190;0.220;0.240;42;223.02;225.59;224.47
5/21/22 5:20:00 AM;118.902;88.470;107.688;40;59.996;7;0.179;0.187;0.190;0.160;0.180;0.180;41;222.76;225.28;224.15
5/21/22 5:30:00 AM;116.806;90.803;108.658;40;60.012;7;0.177;0.183;0.187;0.150;0.140;0.150;41;223.49;225.96;224.86
5/21/22 5:40:00 AM;120.236;91.776;108.658;41;60.000;7;0.180;0.186;0.190;0.190;0.200;0.190;42;223.35;225.72;224.65
5/21/22 5:50:00 AM;117.377;87.303;109.046;40;60.000;6;0.183;0.190;0.193;0.180;0.190;0.190;41;223.40;225.70;224.62
5/21/22 6:00:00 AM;118.711;85.359;113.509;40;60.006;7;0.178;0.187;0.188;0.160;0.170;0.170;41;224.07;226.43;225.28
5/21/22 6:10:00 AM;119.092;85.359;113.897;41;59.998;6;0.168;0.179;0.180;0.170;0.190;0.200;41;223.74;226.02;224.93
5/21/22 6:20:00 AM;124.809;96.637;113.509;42;60.011;7;0.170;0.181;0.181;0.180;0.180;0.170;43;223.58;225.84;224.83
5/21/22 6:30:00 AM;118.330;89.248;114.479;41;59.990;7;0.170;0.181;0.182;0.160;0.180;0.170;42;222.92;225.14;224.16
5/21/22 6:40:00 AM;118.330;86.331;115.449;41;60.015;6;0.167;0.178;0.179;0.150;0.160;0.160;41;222.82;224.89;223.89
5/21/22 6:50:00 AM;118.140;84.387;114.867;40;60.032;6;0.169;0.180;0.182;0.160;0.170;0.170;41;222.88;224.83;223.92
5/21/22 7:00:00 AM;124.618;90.998;103.807;40;60.000;7;0.169;0.181;0.182;0.170;0.160;0.160;41;222.72;224.71;223.80
5/21/22 7:10:00 AM;116.806;83.998;97.210;38;59.990;6;0.199;0.190;0.197;0.350;0.280;0.320;38;222.05;223.88;223.01
5/21/22 7:20:00 AM;115.662;83.220;97.210;37;60.015;6;0.232;0.211;0.251;0.390;0.330;0.470;38;222.36;224.20;223.32
5/21/22 7:30:00 AM;114.710;83.998;97.016;37;59.999;6;0.254;0.231;0.259;0.370;0.340;0.280;38;222.02;223.72;222.84
5/21/22 7:40:00 AM;122.903;80.887;89.449;37;60.008;7;0.259;0.238;0.260;0.270;0.280;0.210;38;221.92;223.66;222.87
5/21/22 7:50:00 AM;118.711;84.387;94.688;37;60.026;12;0.259;0.237;0.259;0.160;0.170;0.170;38;222.06;223.81;222.92
5/21/22 8:00:00 AM;117.759;87.303;97.792;38;59.983;7;0.259;0.237;0.259;0.160;0.150;0.160;39;222.12;223.80;223.01
5/21/22 8:10:00 AM;124.047;81.665;110.404;39;60.001;10;0.258;0.235;0.256;0.150;0.140;0.140;41;221.57;223.29;222.40
5/21/22 8:20:00 AM;140.243;86.914;122.628;43;60.010;9;0.257;0.233;0.255;0.130;0.130;0.130;45;221.25;222.95;222.05
5/21/22 8:30:00 AM;124.237;74.276;119.718;39;60.036;8;0.258;0.234;0.257;0.200;0.210;0.210;41;220.84;222.46;221.44
5/21/22 8:40:00 AM;72.217;49.582;95.658;26;60.006;8;0.262;0.237;0.259;0.230;0.210;0.200;28;220.51;221.99;220.93
5/21/22 8:50:00 AM;74.504;52.693;95.658;27;60.030;5;0.262;0.236;0.258;0.150;0.150;0.140;29;221.19;222.66;221.62
5/21/22 9:00:00 AM;72.789;49.582;95.464;26;59.979;6;0.262;0.238;0.260;0.190;0.200;0.210;28;220.33;221.77;220.59
5/21/22 9:10:00 AM;70.693;48.415;95.464;26;60.001;4;0.246;0.230;0.248;0.160;0.170;0.170;27;219.91;221.31;220.13
5/21/22 9:20:00 AM;72.027;48.999;96.046;26;60.004;5;0.218;0.212;0.192;0.180;0.180;0.180;28;220.15;221.42;220.23
5/21/22 9:30:00 AM;73.932;51.915;96.822;27;59.999;4;0.185;0.187;0.176;0.140;0.140;0.130;28;220.62;222.00;220.85
5/21/22 9:40:00 AM;69.740;48.415;95.852;26;60.005;5;0.177;0.178;0.177;0.210;0.220;0.220;27;220.52;221.83;220.71
5/21/22 9:50:00 AM;70.693;51.915;96.434;27;60.004;5;0.177;0.178;0.177;0.160;0.170;0.160;28;220.14;221.49;220.27
5/21/22 10:00:00 AM;74.313;56.387;96.628;28;59.992;4;0.178;0.180;0.179;0.180;0.180;0.190;29;218.97;220.31;219.17
