14 May 2022 - 21 May 2022
Date/time;500KVApCIDETpFIME_20220521_163645_10m_STD.Current L1 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L2 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L3 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L1 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L2 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L3 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Frequency (Hz);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L1 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L2 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L3 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L1 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L2 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L3 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L12 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L23 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L31 (V)
5/17/22 9:50:00 AM;239.329;175.385;206.063;29;21;26;59.996;8;6;1;0.170;0.176;0.176;0.170;0.180;0.170;30;22;26;215.93;217.07;216.51
5/17/22 10:00:00 AM;261.812;183.746;222.555;32;22;28;59.998;8;7;1;0.172;0.180;0.178;0.170;0.190;0.170;33;23;28;215.53;216.78;216.23
5/17/22 10:10:00 AM;266.577;178.691;229.735;32;21;29;59.980;9;6;1;0.174;0.185;0.180;0.170;0.200;0.170;33;22;29;214.55;215.90;215.21
5/17/22 10:20:00 AM;289.443;213.107;260.586;34;26;32;60.011;10;7;2;0.176;0.186;0.182;0.190;0.180;0.190;36;26;32;214.62;215.91;215.24
5/17/22 10:30:00 AM;314.786;245.967;291.437;37;30;36;59.998;11;8;3;0.175;0.186;0.179;0.190;0.210;0.180;39;31;36;214.26;215.38;214.81
5/17/22 10:40:00 AM;328.886;265.411;292.213;39;32;36;60.007;10;9;3;0.170;0.180;0.170;0.130;0.150;0.130;41;33;36;214.03;215.26;214.74
5/17/22 10:50:00 AM;316.691;250.439;299.393;38;30;37;60.009;11;8;3;0.167;0.178;0.167;0.140;0.160;0.140;39;31;37;214.47;215.67;215.10
5/17/22 11:00:00 AM;328.315;259.966;306.960;39;31;38;59.991;10;8;3;0.168;0.177;0.167;0.150;0.170;0.150;41;32;38;213.75;215.01;214.48
5/17/22 11:10:00 AM;325.647;247.911;291.631;39;29;36;59.999;11;9;3;0.166;0.176;0.165;0.140;0.150;0.140;40;31;36;213.94;215.27;214.71
5/17/22 11:20:00 AM;322.217;238.967;286.780;38;28;36;59.986;11;9;2;0.167;0.179;0.166;0.160;0.180;0.150;40;30;36;214.36;215.73;215.16
5/17/22 11:30:00 AM;328.886;246.939;287.363;39;29;36;60.000;11;10;2;0.166;0.180;0.163;0.170;0.190;0.170;41;31;36;214.03;215.32;214.76
5/17/22 11:40:00 AM;320.312;242.078;294.542;38;29;37;60.005;11;9;3;0.163;0.178;0.163;0.150;0.150;0.170;40;30;37;214.47;215.82;215.23
5/17/22 11:50:00 AM;336.508;250.245;288.915;40;29;36;60.001;11;10;2;0.160;0.176;0.160;0.130;0.150;0.130;42;31;36;214.53;215.97;215.41
5/17/22 12:00:00 PM;330.792;265.800;309.288;39;32;38;60.004;11;8;4;0.158;0.174;0.158;0.140;0.170;0.150;41;33;39;214.36;215.72;215.09
5/17/22 12:10:00 PM;326.790;263.272;316.079;39;32;39;59.988;11;8;4;0.155;0.170;0.156;0.140;0.160;0.150;40;33;39;214.14;215.48;214.79
5/17/22 12:20:00 PM;339.557;269.105;325.975;40;32;40;59.995;11;9;4;0.152;0.169;0.155;0.160;0.160;0.180;42;33;41;214.01;215.37;214.75
5/17/22 12:30:00 PM;326.600;248.689;322.677;38;30;40;59.998;12;8;3;0.150;0.163;0.154;0.170;0.160;0.170;40;31;40;213.79;215.30;214.61
5/17/22 12:40:00 PM;350.799;267.939;345.184;41;32;43;59.996;13;9;3;0.158;0.169;0.162;0.210;0.210;0.210;43;33;43;212.88;214.49;213.78
5/17/22 12:50:00 PM;356.706;270.272;346.737;42;32;43;60.002;13;9;3;0.158;0.169;0.163;0.140;0.160;0.160;44;33;43;212.95;214.62;213.85
5/17/22 1:00:00 PM;349.466;254.717;334.901;41;30;41;60.003;13;9;2;0.159;0.169;0.165;0.160;0.170;0.170;43;31;42;213.20;214.91;214.20
5/17/22 1:10:00 PM;366.996;275.328;360.319;43;33;45;60.007;14;9;3;0.159;0.169;0.166;0.150;0.150;0.150;45;34;45;213.18;214.99;214.27
5/17/22 1:20:00 PM;348.894;272.605;343.632;41;32;42;59.992;13;9;4;0.159;0.168;0.167;0.150;0.170;0.170;43;34;43;212.82;214.49;213.88
5/17/22 1:30:00 PM;361.851;259.966;349.065;42;31;43;59.988;14;9;2;0.155;0.164;0.164;0.130;0.130;0.120;44;32;43;212.53;214.40;213.80
5/17/22 1:40:00 PM;366.615;286.994;354.886;43;34;44;59.995;13;10;4;0.155;0.166;0.164;0.150;0.180;0.170;45;35;44;211.97;213.73;213.15
5/17/22 1:50:00 PM;362.042;265.800;350.423;42;31;43;60.012;13;9;3;0.170;0.179;0.179;0.250;0.260;0.260;44;33;43;211.89;213.80;213.18
5/17/22 2:00:00 PM;375.190;273.772;361.871;44;32;44;60.005;14;9;3;0.172;0.180;0.181;0.170;0.180;0.180;46;34;45;211.51;213.48;212.83
5/17/22 2:10:00 PM;354.039;273.189;356.050;41;32;43;59.986;13;9;4;0.175;0.185;0.184;0.190;0.210;0.200;43;33;44;210.64;212.43;211.82
5/17/22 2:20:00 PM;364.519;256.078;351.393;42;30;43;59.997;14;10;2;0.176;0.185;0.184;0.170;0.170;0.170;44;31;43;211.14;213.36;212.56
5/17/22 2:30:00 PM;364.519;260.939;342.662;42;30;42;59.994;13;10;2;0.175;0.185;0.182;0.150;0.160;0.140;44;32;42;210.77;212.93;212.20
5/17/22 2:40:00 PM;355.754;246.161;341.498;41;29;42;59.990;14;9;1;0.174;0.184;0.180;0.200;0.200;0.190;43;30;42;210.49;212.72;211.86
5/17/22 2:50:00 PM;387.385;273.189;355.662;45;31;43;59.994;14;11;1;0.177;0.188;0.183;0.190;0.210;0.200;47;33;43;209.47;211.57;210.98
5/17/22 3:00:00 PM;355.563;256.661;338.781;41;30;42;59.993;13;10;2;0.181;0.192;0.185;0.200;0.210;0.190;43;31;42;210.51;212.53;211.95
5/17/22 3:10:00 PM;379.953;262.689;357.020;44;30;44;60.000;15;10;1;0.183;0.194;0.188;0.180;0.180;0.190;46;32;44;210.56;212.75;212.07
5/17/22 3:20:00 PM;370.426;268.717;341.886;43;31;42;59.998;13;11;2;0.185;0.194;0.188;0.180;0.180;0.170;45;33;42;210.40;212.52;211.97
5/17/22 3:30:00 PM;374.237;253.356;358.961;43;30;44;60.007;15;9;2;0.185;0.195;0.188;0.140;0.140;0.130;46;31;44;210.76;213.07;212.30
5/17/22 3:40:00 PM;382.049;272.022;338.587;44;31;41;59.990;13;11;2;0.218;0.198;0.208;0.370;0.220;0.320;46;33;42;210.02;212.23;211.74
5/17/22 3:50:00 PM;370.426;255.300;345.184;42;30;42;60.000;14;9;2;0.211;0.189;0.198;0.170;0.170;0.150;45;31;42;208.67;210.97;210.31
5/17/22 4:00:00 PM;388.909;273.578;351.005;45;31;43;60.010;14;11;2;0.213;0.191;0.201;0.200;0.210;0.210;47;33;43;209.07;211.45;210.85
5/17/22 4:10:00 PM;368.330;270.855;334.125;43;31;41;59.985;13;11;2;0.214;0.192;0.201;0.210;0.220;0.200;45;33;41;209.47;211.70;211.19
5/17/22 4:20:00 PM;379.953;261.911;357.603;43;30;44;60.008;15;10;2;0.215;0.193;0.201;0.180;0.180;0.180;46;32;44;208.67;211.07;210.41
5/17/22 4:30:00 PM;368.139;280.966;326.945;43;32;40;59.994;12;11;2;0.219;0.200;0.206;0.220;0.240;0.220;45;34;40;209.53;211.72;211.41
5/17/22 4:40:00 PM;336.127;262.689;321.706;39;31;39;59.989;12;9;3;0.220;0.202;0.209;0.210;0.220;0.220;41;32;40;210.55;212.67;212.22
5/17/22 4:50:00 PM;347.179;291.466;325.781;41;34;40;60.012;11;10;4;0.220;0.201;0.208;0.190;0.200;0.190;42;36;40;211.05;213.10;212.85
5/17/22 5:00:00 PM;341.081;267.939;309.288;40;31;38;60.022;11;10;2;0.217;0.197;0.205;0.140;0.160;0.130;42;33;38;212.16;214.43;213.97
5/17/22 5:10:00 PM;324.694;217.773;266.795;38;24;33;59.990;11;11;1;0.218;0.199;0.206;0.200;0.200;0.200;40;27;33;211.06;213.63;213.19
5/17/22 5:20:00 PM;349.847;250.439;289.885;41;28;36;59.994;11;11;1;0.220;0.202;0.209;0.210;0.220;0.210;43;31;36;210.73;213.15;212.76
5/17/22 5:30:00 PM;333.078;230.606;278.049;40;26;34;60.003;10;11;1;0.226;0.211;0.216;0.240;0.250;0.240;41;28;34;211.63;214.11;213.71
5/17/22 5:40:00 PM;339.367;230.801;289.497;40;26;36;60.000;12;11;1;0.200;0.208;0.199;0.190;0.190;0.190;42;28;36;212.54;215.20;214.64
5/17/22 5:50:00 PM;337.652;250.439;278.631;41;28;35;60.013;10;12;1;0.199;0.208;0.200;0.160;0.160;0.160;42;31;35;213.26;215.69;215.30
5/17/22 6:00:00 PM;315.167;217.579;273.198;37;25;34;60.006;11;10;3;0.196;0.205;0.196;0.150;0.180;0.160;39;27;34;214.02;216.56;216.02
5/17/22 6:10:00 PM;293.635;221.662;265.631;35;26;33;59.993;10;9;2;0.192;0.202;0.194;0.160;0.170;0.170;36;27;33;213.87;216.32;215.76
5/17/22 6:20:00 PM;278.772;217.968;255.541;33;26;32;59.999;8;8;2;0.190;0.201;0.193;0.140;0.170;0.170;34;27;32;213.82;216.15;215.66
5/17/22 6:30:00 PM;285.251;201.829;260.392;34;24;33;60.004;10;8;1;0.184;0.195;0.188;0.160;0.170;0.160;35;25;33;214.34;216.79;216.17
5/17/22 6:40:00 PM;280.106;218.940;259.615;34;26;32;60.004;9;8;2;0.182;0.192;0.186;0.190;0.190;0.200;35;27;33;214.75;216.94;216.37
5/17/22 6:50:00 PM;275.914;205.329;244.481;33;24;31;59.999;9;9;0;0.182;0.190;0.184;0.180;0.170;0.170;34;26;31;214.63;216.99;216.41
5/17/22 7:00:00 PM;286.775;221.662;271.452;34;26;34;59.998;10;8;2;0.183;0.191;0.187;0.160;0.180;0.170;36;28;34;216.12;218.35;217.66
5/17/22 7:10:00 PM;281.059;201.829;247.004;34;24;31;59.993;9;9;0;0.183;0.190;0.187;0.200;0.190;0.200;35;25;31;215.56;217.86;217.28
5/17/22 7:20:00 PM;277.629;210.773;260.780;33;25;33;60.001;10;8;2;0.179;0.187;0.184;0.170;0.190;0.180;35;26;33;216.35;218.55;217.81
5/17/22 7:30:00 PM;289.633;201.051;257.093;35;24;33;59.987;11;9;0;0.170;0.179;0.175;0.160;0.180;0.160;36;25;33;216.53;218.91;218.13
5/17/22 7:40:00 PM;264.481;205.912;251.272;32;25;32;60.011;9;8;2;0.165;0.174;0.170;0.120;0.110;0.110;33;26;32;217.91;220.18;219.35
5/17/22 7:50:00 PM;271.341;195.218;241.377;33;23;31;59.994;10;9;1;0.163;0.173;0.168;0.130;0.140;0.120;34;25;31;217.77;220.27;219.39
5/17/22 8:00:00 PM;263.338;187.635;236.914;32;22;30;59.998;9;9;0;0.165;0.173;0.169;0.170;0.180;0.170;33;24;30;217.40;219.79;218.93
5/17/22 8:10:00 PM;245.998;171.885;230.899;29;20;29;59.987;9;7;0;0.163;0.171;0.166;0.130;0.140;0.130;31;22;29;217.03;219.49;218.56
5/17/22 8:20:00 PM;259.146;181.413;236.720;31;21;30;60.007;9;8;1;0.165;0.172;0.166;0.170;0.180;0.170;33;23;30;217.49;219.98;219.15
5/17/22 8:30:00 PM;229.039;170.330;202.958;28;20;26;59.993;7;8;1;0.166;0.172;0.167;0.170;0.170;0.170;29;22;26;217.70;220.07;219.26
5/17/22 8:40:00 PM;202.362;152.052;179.092;25;18;23;60.002;6;7;0;0.167;0.172;0.165;0.200;0.190;0.180;25;19;23;217.30;219.54;218.91
5/17/22 8:50:00 PM;191.882;128.718;175.211;23;15;22;60.002;7;6;3;0.166;0.169;0.162;0.170;0.130;0.140;24;16;22;218.09;220.68;219.75
5/17/22 9:00:00 PM;187.118;116.469;178.704;22;14;23;60.003;8;5;0;0.163;0.164;0.159;0.110;0.110;0.110;24;15;23;218.51;221.27;220.23
5/17/22 9:10:00 PM;205.601;119.969;191.510;24;14;24;59.992;9;5;2;0.163;0.166;0.157;0.200;0.200;0.190;26;15;25;218.68;221.58;220.43
5/17/22 9:20:00 PM;106.135;53.276;125.927;12;7;16;59.998;6;1;0;0.170;0.174;0.166;0.230;0.250;0.240;13;7;16;218.69;221.51;220.22
5/17/22 9:30:00 PM;84.794;45.499;109.434;10;6;14;59.996;4;1;1;0.170;0.172;0.165;0.160;0.160;0.150;11;6;14;219.12;221.99;220.68
5/17/22 9:40:00 PM;89.176;45.499;104.195;10;6;13;60.007;5;0;0;0.171;0.174;0.166;0.130;0.140;0.130;11;6;13;219.27;222.19;220.91
5/17/22 9:50:00 PM;70.121;34.999;91.583;8;4;12;60.000;4;0;0;0.174;0.177;0.170;0.180;0.190;0.180;9;4;12;219.87;222.79;221.57
5/17/22 10:00:00 PM;89.367;42.776;102.837;10;5;13;60.009;5;0;1;0.173;0.176;0.169;0.160;0.160;0.160;11;5;13;220.40;223.49;222.15
5/17/22 10:10:00 PM;76.791;40.443;100.897;9;5;13;59.992;4;0;0;0.173;0.175;0.168;0.120;0.120;0.110;10;5;13;220.35;223.52;222.10
5/17/22 10:20:00 PM;77.553;39.471;96.434;9;5;12;59.988;4;1;0;0.172;0.173;0.167;0.150;0.160;0.150;10;5;12;219.63;222.85;221.48
5/17/22 10:30:00 PM;76.028;38.499;90.613;9;5;11;59.996;4;0;0;0.180;0.177;0.174;0.240;0.210;0.230;10;5;12;219.25;222.47;221.11
5/17/22 10:40:00 PM;69.740;34.221;90.225;8;4;11;60.004;4;1;0;0.177;0.176;0.174;0.170;0.180;0.180;9;4;12;219.74;223.08;221.69
5/17/22 10:50:00 PM;79.077;39.082;87.702;9;5;11;59.999;4;0;0;0.182;0.185;0.182;0.220;0.230;0.230;10;5;11;219.89;223.20;221.94
5/17/22 11:00:00 PM;69.740;32.277;89.061;8;4;11;60.002;4;0;0;0.186;0.190;0.187;0.190;0.200;0.190;9;4;11;219.95;223.29;221.95
5/17/22 11:10:00 PM;73.170;37.915;86.344;9;5;11;59.991;4;0;0;0.184;0.189;0.186;0.170;0.190;0.180;9;5;11;220.19;223.56;222.25
5/17/22 11:20:00 PM;69.931;35.582;87.120;8;4;11;60.007;4;0;0;0.179;0.182;0.179;0.180;0.190;0.180;9;5;11;220.35;223.72;222.35
5/17/22 11:30:00 PM;45.160;30.138;66.165;5;4;8;60.016;2;0;0;0.181;0.184;0.182;0.190;0.190;0.190;6;4;9;220.96;224.10;222.82
5/17/22 11:40:00 PM;49.542;36.554;60.344;6;5;8;60.006;1;0;0;0.183;0.186;0.184;0.160;0.160;0.160;6;5;8;220.48;223.51;222.39
5/17/22 11:50:00 PM;37.728;25.666;60.150;5;3;8;60.008;2;0;0;0.182;0.185;0.183;0.170;0.180;0.170;5;3;8;220.64;223.67;222.37
5/18/22 12:00:00 AM;45.350;28.971;59.568;6;4;7;60.000;1;1;0;0.184;0.189;0.185;0.190;0.210;0.190;6;4;8;220.92;223.92;222.70
5/18/22 12:10:00 AM;43.826;29.166;58.792;5;4;7;59.996;1;0;0;0.187;0.191;0.187;0.170;0.160;0.160;6;4;8;221.87;224.86;223.73
5/18/22 12:20:00 AM;36.775;27.027;58.015;4;3;7;59.999;1;1;0;0.186;0.190;0.187;0.140;0.140;0.140;5;3;8;222.18;225.18;223.95
5/18/22 12:30:00 AM;48.399;34.221;58.403;6;4;7;59.975;1;0;0;0.176;0.184;0.178;0.130;0.130;0.120;6;4;8;222.32;225.24;224.11
5/18/22 12:40:00 AM;39.443;24.305;58.986;5;3;7;60.000;2;0;0;0.176;0.184;0.178;0.170;0.180;0.180;5;3;8;222.42;225.35;224.03
5/18/22 12:50:00 AM;44.016;27.999;59.568;5;3;8;59.996;1;0;0;0.172;0.181;0.176;0.180;0.200;0.210;6;4;8;222.24;225.14;223.89
5/18/22 1:00:00 AM;42.873;28.777;58.209;5;4;7;60.031;1;0;0;0.169;0.177;0.173;0.160;0.160;0.160;6;4;8;223.11;226.01;224.75
5/18/22 1:10:00 AM;37.156;25.471;57.433;5;3;7;60.001;2;0;0;0.175;0.180;0.176;0.220;0.220;0.210;5;3;8;223.47;226.22;224.98
5/18/22 1:20:00 AM;47.446;34.027;58.597;6;4;7;60.001;1;1;0;0.177;0.185;0.180;0.200;0.230;0.220;6;4;8;223.40;226.11;224.92
5/18/22 1:30:00 AM;38.681;26.249;58.209;5;3;7;60.007;2;0;0;0.175;0.183;0.179;0.170;0.170;0.170;5;3;8;223.43;226.11;224.87
5/18/22 1:40:00 AM;37.919;25.082;58.209;5;3;7;60.025;2;1;0;0.175;0.185;0.179;0.160;0.180;0.170;5;3;8;223.93;226.58;225.30
5/18/22 1:50:00 AM;46.684;31.304;58.792;6;4;7;59.993;1;0;0;0.173;0.183;0.178;0.140;0.150;0.150;6;4;8;223.18;225.74;224.59
5/18/22 2:00:00 AM;36.966;24.499;58.986;5;3;7;59.994;2;0;0;0.171;0.178;0.176;0.170;0.160;0.170;5;3;8;222.98;225.46;224.21
5/18/22 2:10:00 AM;42.301;29.554;58.403;5;4;7;60.006;1;0;0;0.173;0.183;0.180;0.190;0.210;0.200;5;4;8;223.21;225.72;224.44
5/18/22 2:20:00 AM;42.873;30.332;57.627;5;4;7;60.009;1;1;0;0.177;0.188;0.184;0.190;0.210;0.200;6;4;8;223.75;226.24;224.96
5/18/22 2:30:00 AM;40.586;24.305;57.433;5;3;7;60.010;2;0;0;0.177;0.189;0.186;0.140;0.150;0.160;5;3;8;224.36;226.81;225.53
5/18/22 2:40:00 AM;47.637;29.943;57.627;6;4;7;60.005;1;0;0;0.176;0.188;0.185;0.150;0.160;0.160;6;4;8;224.25;226.65;225.43
5/18/22 2:50:00 AM;38.681;24.888;57.627;5;3;7;59.996;1;0;0;0.172;0.183;0.179;0.130;0.140;0.140;5;3;8;224.10;226.44;225.11
5/18/22 3:00:00 AM;36.585;25.082;56.463;4;3;7;59.997;1;0;0;0.174;0.185;0.181;0.180;0.180;0.180;5;3;7;224.00;226.29;224.98
5/18/22 3:10:00 AM;48.399;32.277;56.075;6;4;7;60.002;1;1;0;0.169;0.182;0.178;0.180;0.190;0.180;6;4;7;223.73;225.95;224.76
5/18/22 3:20:00 AM;37.919;23.138;56.075;5;3;7;60.005;2;0;0;0.171;0.180;0.178;0.210;0.220;0.220;5;3;7;224.23;226.49;225.14
5/18/22 3:30:00 AM;36.394;22.555;55.687;4;3;7;60.038;1;0;0;0.169;0.179;0.176;0.150;0.150;0.150;5;3;7;224.23;226.39;225.08
5/18/22 3:40:00 AM;48.018;28.582;55.493;6;4;7;59.988;1;0;0;0.171;0.180;0.177;0.180;0.190;0.180;6;4;7;224.23;226.48;225.25
5/18/22 3:50:00 AM;38.871;23.721;55.493;5;3;7;59.994;2;0;0;0.171;0.180;0.178;0.150;0.160;0.160;5;3;7;223.89;226.09;224.81
5/18/22 4:00:00 AM;38.490;24.888;54.911;5;3;7;60.002;2;1;0;0.170;0.180;0.176;0.150;0.160;0.150;5;3;7;224.47;226.60;225.30
5/18/22 4:10:00 AM;45.922;29.360;54.911;6;4;7;59.989;1;0;0;0.167;0.177;0.174;0.160;0.170;0.170;6;4;7;224.55;226.60;225.36
5/18/22 4:20:00 AM;37.919;21.971;54.523;5;3;7;59.999;2;0;0;0.170;0.177;0.175;0.210;0.210;0.210;5;3;7;224.52;226.58;225.23
5/18/22 4:30:00 AM;38.490;23.527;54.523;5;3;7;60.002;2;0;0;0.171;0.178;0.176;0.160;0.170;0.170;5;3;7;224.76;226.74;225.49
5/18/22 4:40:00 AM;44.588;28.582;55.105;6;4;7;59.999;1;0;0;0.170;0.177;0.174;0.130;0.140;0.140;6;4;7;225.11;227.03;225.82
5/18/22 4:50:00 AM;36.204;22.166;55.105;4;3;7;60.012;1;0;0;0.172;0.179;0.176;0.160;0.170;0.160;5;3;7;223.33;225.27;224.04
5/18/22 5:00:00 AM;39.443;24.305;54.717;5;3;7;60.012;1;0;0;0.169;0.176;0.173;0.140;0.140;0.140;5;3;7;222.66;224.49;223.33
5/18/22 5:10:00 AM;85.175;39.277;76.449;10;5;9;59.996;3;1;4;0.168;0.173;0.170;0.170;0.160;0.150;11;5;10;222.36;224.39;223.23
5/18/22 5:20:00 AM;89.176;38.499;82.270;11;5;10;60.009;3;1;0;0.164;0.170;0.166;0.180;0.190;0.180;11;5;11;222.24;224.32;223.19
5/18/22 5:30:00 AM;88.986;40.249;81.687;11;5;10;60.006;3;2;0;0.165;0.171;0.166;0.160;0.170;0.160;11;5;11;222.74;224.74;223.65
5/18/22 5:40:00 AM;96.608;47.054;81.493;12;6;10;60.004;3;2;0;0.162;0.167;0.163;0.140;0.140;0.140;12;6;11;223.08;224.99;224.00
5/18/22 5:50:00 AM;87.842;35.582;82.464;11;4;10;59.992;3;1;0;0.163;0.167;0.163;0.160;0.160;0.160;11;5;11;222.45;224.29;223.26
5/18/22 6:00:00 AM;87.080;35.971;82.658;11;5;10;59.990;3;1;0;0.163;0.167;0.163;0.160;0.160;0.150;11;5;11;221.82;223.66;222.64
5/18/22 6:10:00 AM;95.274;45.499;82.076;12;6;10;59.984;3;2;0;0.163;0.167;0.162;0.150;0.160;0.160;12;6;11;221.61;223.39;222.44
5/18/22 6:20:00 AM;137.766;88.276;135.435;16;10;17;60.003;6;3;6;0.160;0.162;0.158;0.190;0.170;0.170;18;11;17;221.53;223.25;222.23
5/18/22 6:30:00 AM;152.819;101.886;152.121;18;13;20;59.996;6;3;0;0.160;0.162;0.157;0.160;0.170;0.160;19;13;20;220.96;222.61;221.62
5/18/22 6:40:00 AM;158.917;95.470;139.315;19;11;18;59.998;6;4;0;0.163;0.165;0.159;0.170;0.180;0.170;20;12;18;220.56;222.32;221.42
5/18/22 6:50:00 AM;154.153;89.442;134.076;19;11;17;60.021;6;4;0;0.162;0.163;0.158;0.150;0.130;0.140;20;11;17;220.78;222.44;221.62
5/18/22 7:00:00 AM;153.963;87.303;137.181;18;11;17;60.014;7;3;2;0.168;0.167;0.162;0.200;0.190;0.190;20;11;18;220.80;222.47;221.71
5/18/22 7:10:00 AM;177.400;91.192;162.405;21;11;20;59.995;9;4;2;0.168;0.167;0.164;0.180;0.160;0.170;22;12;21;219.27;220.98;220.12
5/18/22 7:20:00 AM;199.694;130.858;208.197;23;16;26;59.992;10;4;1;0.168;0.163;0.164;0.170;0.140;0.180;25;17;26;218.72;220.26;219.32
5/18/22 7:30:00 AM;198.742;119.386;209.361;23;15;26;60.001;10;3;1;0.172;0.165;0.168;0.210;0.190;0.200;25;15;27;218.14;219.82;218.78
5/18/22 7:40:00 AM;232.659;155.163;238.078;27;19;30;60.040;12;5;0;0.177;0.166;0.170;0.200;0.160;0.170;29;20;30;218.24;219.93;218.94
5/18/22 7:50:00 AM;238.566;171.496;242.735;28;21;31;60.012;11;5;1;0.181;0.167;0.171;0.200;0.170;0.170;30;22;31;218.03;219.66;218.72
5/18/22 8:00:00 AM;240.281;177.913;262.526;28;22;33;60.007;12;4;2;0.183;0.168;0.173;0.190;0.170;0.180;30;22;33;217.49;218.98;218.01
5/18/22 8:10:00 AM;241.234;181.024;265.631;28;22;33;59.989;12;5;2;0.188;0.171;0.179;0.210;0.200;0.220;30;23;33;216.89;218.41;217.47
5/18/22 8:20:00 AM;248.856;191.524;261.750;29;23;33;60.000;11;6;2;0.189;0.173;0.180;0.200;0.190;0.190;31;24;33;217.64;219.17;218.24
5/18/22 8:30:00 AM;266.958;199.496;267.765;32;24;34;59.994;11;6;2;0.191;0.173;0.181;0.190;0.170;0.170;33;25;34;217.08;218.54;217.71
5/18/22 8:40:00 AM;243.902;180.829;265.825;28;22;33;60.013;12;5;2;0.193;0.172;0.182;0.200;0.170;0.180;31;23;34;217.21;218.61;217.65
5/18/22 8:50:00 AM;261.242;197.357;263.691;31;24;33;59.997;11;6;2;0.195;0.175;0.183;0.180;0.170;0.160;33;25;33;217.08;218.48;217.59
5/18/22 9:00:00 AM;271.722;204.746;265.825;32;24;33;60.001;11;8;2;0.197;0.177;0.185;0.220;0.210;0.210;34;26;33;216.22;217.64;216.83
5/18/22 9:10:00 AM;256.478;202.412;255.929;30;24;32;60.004;11;7;3;0.195;0.175;0.183;0.150;0.130;0.140;32;25;32;217.21;218.53;217.66
5/18/22 9:20:00 AM;265.624;217.384;247.004;32;26;31;59.987;9;8;3;0.195;0.176;0.182;0.170;0.150;0.160;33;27;31;216.90;218.10;217.39
5/18/22 9:30:00 AM;264.671;221.273;256.122;32;27;32;59.994;9;8;4;0.192;0.176;0.180;0.180;0.190;0.180;33;28;32;216.83;218.03;217.26
5/18/22 9:40:00 AM;261.050;220.884;261.750;31;27;33;60.006;10;7;5;0.192;0.177;0.181;0.190;0.180;0.180;33;28;33;216.81;217.96;217.19
5/18/22 9:50:00 AM;301.447;245.189;286.586;36;29;36;60.001;11;8;4;0.192;0.180;0.183;0.200;0.200;0.200;38;31;36;216.08;217.30;216.55
5/18/22 10:00:00 AM;263.528;220.690;272.228;31;27;34;60.001;11;6;4;0.192;0.185;0.184;0.200;0.220;0.190;33;28;34;215.68;216.82;216.00
5/18/22 10:10:00 AM;283.536;244.023;267.765;34;29;33;59.990;9;8;4;0.192;0.186;0.187;0.210;0.210;0.240;35;30;33;215.24;216.38;215.75
5/18/22 10:20:00 AM;282.964;241.300;271.064;34;29;34;59.990;9;8;4;0.197;0.191;0.192;0.240;0.240;0.240;35;30;34;215.31;216.49;215.84
5/18/22 10:30:00 AM;261.432;232.939;265.437;31;28;33;60.000;9;7;5;0.197;0.191;0.193;0.190;0.170;0.180;33;29;33;215.50;216.45;215.88
5/18/22 10:40:00 AM;251.333;261.522;259.034;31;32;32;60.012;6;7;7;0.195;0.191;0.193;0.180;0.170;0.180;31;33;32;215.66;216.42;215.97
5/18/22 10:50:00 AM;257.620;265.605;272.228;31;32;33;59.983;8;6;7;0.193;0.190;0.192;0.150;0.140;0.150;32;33;34;215.24;216.11;215.61
5/18/22 11:00:00 AM;256.858;259.189;268.347;31;32;33;59.984;8;6;7;0.190;0.187;0.189;0.180;0.180;0.170;32;32;33;215.26;216.09;215.64
5/18/22 11:10:00 AM;274.199;271.633;278.825;33;33;34;59.998;8;7;7;0.192;0.189;0.191;0.180;0.170;0.180;34;34;35;214.77;215.68;215.19
5/18/22 11:20:00 AM;272.675;264.828;286.586;32;32;35;59.993;9;6;7;0.195;0.195;0.195;0.210;0.220;0.210;34;33;36;214.20;215.06;214.55
5/18/22 11:30:00 AM;298.208;286.994;296.870;36;34;36;60.000;9;8;6;0.198;0.197;0.199;0.220;0.220;0.220;37;35;37;213.72;214.58;214.20
