14 May 2022 - 21 May 2022
Date/time;500KVApCIDETpFIME_20220521_163645_10m_STD.Current L1 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L2 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Current L3 (A);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L1 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L2 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Active power L3 (kW);500KVApCIDETpFIME_20220521_163645_10m_STD.Frequency (Hz);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L1 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L2 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Inductive power L3 (kvarL);500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Plt L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L1;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L2;500KVApCIDETpFIME_20220521_163645_10m_STD.Pst  L3;500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L1 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L2 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Apparent power  L3 (kVA);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L12 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L23 (V);500KVApCIDETpFIME_20220521_163645_10m_STD.Voltage L31 (V)
5/16/22 8:00:00 AM;174.923;150.302;177.928;21;19;22;60.006;7;4;3;0.185;0.182;0.188;0.170;0.170;0.170;22;19;23;218.70;219.76;219.12
5/16/22 8:10:00 AM;196.836;146.413;202.764;23;18;26;60.017;9;4;2;0.181;0.180;0.186;0.110;0.120;0.130;25;19;26;218.30;219.56;218.80
5/16/22 8:20:00 AM;210.175;154.774;219.257;24;19;28;60.007;10;4;2;0.179;0.177;0.185;0.150;0.150;0.170;26;20;28;217.84;219.12;218.34
5/16/22 8:30:00 AM;199.123;167.413;214.988;23;21;27;59.995;9;4;3;0.178;0.177;0.186;0.180;0.190;0.190;25;21;27;216.92;217.95;217.29
5/16/22 8:40:00 AM;201.028;174.802;223.332;24;22;28;59.985;9;3;4;0.178;0.177;0.185;0.200;0.200;0.210;25;22;28;216.80;217.75;217.05
5/16/22 8:50:00 AM;210.556;170.524;233.615;24;21;29;60.002;10;3;4;0.180;0.178;0.185;0.210;0.200;0.210;26;21;29;216.92;217.90;217.02
5/16/22 9:00:00 AM;204.077;167.996;220.615;24;21;27;60.003;9;3;4;0.180;0.179;0.185;0.160;0.170;0.180;26;21;28;217.18;218.14;217.31
5/16/22 9:10:00 AM;206.364;164.107;217.317;24;20;27;60.016;9;3;3;0.178;0.178;0.183;0.150;0.160;0.150;26;21;27;217.11;218.19;217.32
5/16/22 9:20:00 AM;209.222;173.052;223.526;25;21;28;59.996;9;3;4;0.173;0.177;0.181;0.180;0.200;0.200;26;22;28;216.60;217.60;216.75
5/16/22 9:30:00 AM;218.940;182.190;230.705;26;22;29;60.000;9;4;4;0.173;0.177;0.181;0.140;0.150;0.150;27;23;29;216.61;217.58;216.71
5/16/22 9:40:00 AM;237.614;191.718;235.556;28;23;29;59.999;9;5;4;0.174;0.178;0.182;0.190;0.190;0.200;30;24;29;215.89;216.77;216.11
5/16/22 9:50:00 AM;255.335;185.690;248.362;30;23;31;59.993;11;4;3;0.173;0.178;0.182;0.190;0.200;0.190;32;23;31;215.49;216.61;215.85
5/16/22 10:00:00 AM;257.620;191.329;253.601;30;23;32;60.004;11;4;3;0.172;0.178;0.181;0.150;0.160;0.150;32;24;32;215.37;216.51;215.73
5/16/22 10:10:00 AM;257.240;198.135;259.228;30;24;32;59.996;11;4;3;0.178;0.184;0.188;0.200;0.210;0.220;32;25;32;214.34;215.52;214.72
5/16/22 10:20:00 AM;259.908;203.579;266.019;30;25;33;60.002;11;5;3;0.180;0.186;0.190;0.180;0.180;0.190;32;25;33;214.40;215.50;214.73
5/16/22 10:30:00 AM;259.146;193.468;260.004;30;24;32;60.001;11;5;3;0.177;0.183;0.187;0.140;0.140;0.160;32;24;32;214.70;215.89;215.11
5/16/22 10:40:00 AM;239.710;198.523;246.810;28;24;30;60.005;9;4;4;0.171;0.177;0.181;0.110;0.120;0.120;30;25;31;215.01;216.06;215.41
5/16/22 10:50:00 AM;243.902;204.162;251.466;29;25;31;60.001;8;4;4;0.171;0.177;0.181;0.210;0.200;0.210;30;25;31;214.47;215.57;214.91
5/16/22 11:00:00 AM;249.999;211.745;251.078;30;26;31;60.000;9;4;4;0.175;0.180;0.183;0.200;0.200;0.200;31;26;31;213.49;214.58;213.87
5/16/22 11:10:00 AM;273.437;208.829;271.258;32;25;33;60.002;11;5;2;0.177;0.181;0.185;0.180;0.170;0.180;34;26;34;212.97;214.20;213.50
5/16/22 11:20:00 AM;279.915;214.662;286.780;33;26;35;60.009;11;5;3;0.178;0.180;0.185;0.190;0.190;0.200;34;26;35;213.11;214.29;213.58
5/16/22 11:30:00 AM;281.249;211.551;280.959;33;26;35;60.003;11;4;3;0.179;0.181;0.188;0.160;0.170;0.190;35;26;35;213.38;214.55;213.91
5/16/22 11:40:00 AM;293.635;223.801;281.347;35;27;35;60.005;11;6;3;0.177;0.179;0.185;0.160;0.170;0.170;36;28;35;213.99;215.21;214.61
5/16/22 11:50:00 AM;293.825;217.968;277.467;35;26;34;60.000;11;6;3;0.173;0.175;0.183;0.140;0.140;0.160;36;27;35;214.09;215.37;214.80
5/16/22 12:00:00 PM;293.444;230.995;285.616;34;28;35;59.999;11;6;3;0.176;0.178;0.186;0.190;0.200;0.190;36;28;35;213.05;214.24;213.65
5/16/22 12:10:00 PM;295.540;234.689;286.586;35;28;35;60.002;11;6;3;0.172;0.173;0.181;0.150;0.150;0.170;36;29;35;212.60;213.87;213.28
5/16/22 12:20:00 PM;301.066;237.606;293.572;35;29;36;59.998;11;6;3;0.175;0.175;0.182;0.210;0.200;0.200;37;29;36;213.03;214.38;213.73
5/16/22 12:30:00 PM;300.495;231.967;288.139;35;28;35;59.996;11;6;3;0.178;0.178;0.184;0.180;0.180;0.190;37;29;36;212.65;214.06;213.36
5/16/22 12:40:00 PM;296.684;225.940;292.213;35;27;36;60.006;11;5;3;0.181;0.180;0.187;0.170;0.170;0.170;36;28;36;212.54;213.96;213.20
5/16/22 12:50:00 PM;320.502;243.245;314.527;37;29;39;60.002;13;6;3;0.176;0.177;0.183;0.150;0.160;0.160;39;30;39;212.41;213.94;213.19
5/16/22 1:00:00 PM;285.632;248.884;279.213;34;30;34;59.992;9;6;4;0.175;0.179;0.182;0.190;0.220;0.190;35;31;34;212.22;213.53;213.00
5/16/22 1:10:00 PM;290.586;247.717;286.586;34;30;35;60.009;10;6;5;0.173;0.179;0.181;0.160;0.170;0.170;36;30;35;211.80;213.21;212.57
5/16/22 1:20:00 PM;284.298;239.356;286.198;33;29;35;60.007;10;5;5;0.171;0.178;0.179;0.160;0.170;0.180;35;29;35;211.95;213.45;212.66
5/16/22 1:30:00 PM;283.917;211.940;267.959;33;25;33;59.989;10;6;2;0.171;0.176;0.176;0.160;0.140;0.150;35;26;33;211.71;213.47;212.76
5/16/22 1:40:00 PM;295.159;223.023;276.885;35;26;34;60.000;10;7;3;0.171;0.176;0.175;0.160;0.170;0.160;36;27;34;211.80;213.55;212.86
5/16/22 1:50:00 PM;320.121;253.550;275.721;38;30;34;60.010;9;9;3;0.173;0.177;0.176;0.170;0.160;0.170;39;31;34;211.92;213.55;213.13
5/16/22 2:00:00 PM;342.034;246.161;309.870;40;29;38;59.999;13;8;2;0.173;0.177;0.176;0.190;0.200;0.190;42;30;38;211.18;213.14;212.40
5/16/22 2:10:00 PM;304.115;242.662;268.735;36;29;33;60.001;9;8;3;0.174;0.178;0.176;0.170;0.160;0.170;37;30;33;211.53;213.29;212.72
5/16/22 2:20:00 PM;292.110;228.273;268.929;34;27;33;60.002;10;7;2;0.170;0.175;0.174;0.170;0.170;0.180;36;28;33;211.00;212.78;212.25
5/16/22 2:30:00 PM;307.164;244.800;271.064;36;29;33;59.994;9;8;3;0.168;0.173;0.171;0.160;0.150;0.150;38;30;33;211.47;213.19;212.81
5/16/22 2:40:00 PM;292.873;240.523;260.780;35;28;32;60.002;8;8;3;0.170;0.178;0.173;0.190;0.220;0.190;36;29;32;211.59;213.31;212.95
5/16/22 2:50:00 PM;306.592;235.856;276.497;36;28;34;60.007;10;8;2;0.173;0.181;0.175;0.180;0.200;0.190;38;29;34;211.78;213.61;213.15
5/16/22 3:00:00 PM;292.873;215.634;246.033;35;25;30;59.996;9;9;2;0.169;0.175;0.171;0.140;0.160;0.130;36;26;30;211.83;213.76;213.36
5/16/22 3:10:00 PM;298.970;203.579;244.869;35;23;30;59.993;10;9;0;0.170;0.176;0.172;0.180;0.180;0.180;36;25;30;211.01;213.15;212.76
5/16/22 3:20:00 PM;307.545;184.913;232.257;36;20;28;60.006;10;10;0;0.170;0.175;0.169;0.160;0.160;0.140;37;23;29;210.58;212.92;212.43
5/16/22 3:30:00 PM;325.838;212.718;251.272;38;23;31;59.993;9;11;3;0.171;0.177;0.170;0.170;0.170;0.160;40;26;31;209.81;212.07;211.71
5/16/22 3:40:00 PM;360.517;237.995;274.362;42;26;34;60.004;11;13;2;0.173;0.179;0.171;0.180;0.190;0.180;44;29;34;209.60;211.94;211.56
5/16/22 3:50:00 PM;358.040;240.717;269.706;42;26;33;60.001;11;13;1;0.171;0.180;0.171;0.150;0.170;0.160;44;29;33;209.95;212.29;212.09
5/16/22 4:00:00 PM;348.894;234.301;266.407;41;25;33;60.002;11;13;0;0.169;0.177;0.168;0.160;0.170;0.160;42;28;33;209.74;212.14;211.85
5/16/22 4:10:00 PM;344.702;240.912;271.064;41;27;33;59.994;10;12;1;0.166;0.176;0.166;0.140;0.140;0.140;42;29;33;210.28;212.52;212.33
5/16/22 4:20:00 PM;362.423;236.439;274.944;43;26;34;60.007;11;13;1;0.165;0.175;0.163;0.150;0.160;0.150;44;29;34;210.41;212.85;212.57
5/16/22 4:30:00 PM;338.795;224.384;256.122;40;25;32;59.993;10;12;0;0.168;0.180;0.168;0.190;0.210;0.200;41;27;32;210.61;212.99;212.74
5/16/22 4:40:00 PM;345.274;219.718;270.288;40;24;33;59.991;11;11;1;0.167;0.176;0.167;0.180;0.180;0.180;42;27;33;209.89;212.40;211.95
5/16/22 4:50:00 PM;339.557;232.356;274.168;40;26;34;60.005;11;11;1;0.169;0.178;0.171;0.200;0.220;0.220;41;28;34;209.23;211.66;211.17
5/16/22 5:00:00 PM;343.178;231.578;258.064;41;25;32;60.001;10;12;1;0.172;0.183;0.173;0.180;0.210;0.170;42;28;32;210.74;213.29;212.78
5/16/22 5:10:00 PM;338.223;214.273;265.437;40;24;33;59.997;12;11;1;0.171;0.184;0.172;0.170;0.190;0.170;41;26;33;211.46;214.01;213.36
5/16/22 5:20:00 PM;334.031;229.440;251.466;40;26;31;60.001;10;12;1;0.169;0.183;0.172;0.130;0.140;0.130;41;28;31;212.33;214.69;214.25
5/16/22 5:30:00 PM;336.699;216.801;259.034;40;24;32;59.984;12;11;1;0.169;0.184;0.172;0.170;0.190;0.160;41;27;32;212.24;214.82;214.20
5/16/22 5:40:00 PM;319.168;204.551;247.198;37;23;31;59.994;11;10;0;0.172;0.190;0.176;0.210;0.240;0.220;39;25;31;211.19;213.66;213.11
5/16/22 5:50:00 PM;336.318;230.606;258.257;40;26;32;60.005;11;12;1;0.177;0.194;0.182;0.200;0.220;0.220;41;28;32;212.14;214.55;214.11
5/16/22 6:00:00 PM;339.938;214.468;276.109;40;24;34;60.002;13;11;1;0.179;0.196;0.183;0.190;0.200;0.180;42;26;34;212.23;214.70;214.14
5/16/22 6:10:00 PM;333.269;191.912;278.825;38;22;35;59.995;15;9;1;0.182;0.199;0.184;0.180;0.180;0.150;41;24;35;213.19;215.79;215.07
5/16/22 6:20:00 PM;317.453;208.829;256.317;37;24;32;60.009;12;10;1;0.181;0.198;0.184;0.140;0.150;0.150;39;26;32;213.92;216.29;215.80
5/16/22 6:30:00 PM;312.309;189.579;251.660;37;22;31;59.995;13;9;2;0.179;0.197;0.181;0.170;0.200;0.170;39;24;32;214.37;216.86;216.26
5/16/22 6:40:00 PM;297.636;191.135;247.780;35;22;31;59.996;12;9;1;0.179;0.198;0.182;0.180;0.190;0.190;37;24;31;213.52;215.86;215.30
5/16/22 6:50:00 PM;308.879;195.024;258.646;36;22;32;60.011;13;9;1;0.179;0.194;0.176;0.200;0.170;0.160;38;24;32;214.44;216.90;216.16
5/16/22 7:00:00 PM;299.542;193.468;242.153;35;22;30;59.994;12;10;0;0.179;0.192;0.177;0.180;0.190;0.180;37;24;30;215.00;217.47;216.71
5/16/22 7:10:00 PM;317.453;216.023;255.347;37;25;32;59.996;12;11;2;0.179;0.191;0.178;0.170;0.180;0.180;39;27;32;214.91;217.28;216.69
5/16/22 7:20:00 PM;299.923;191.718;238.854;35;22;30;60.004;12;10;2;0.182;0.193;0.180;0.170;0.170;0.160;37;24;30;215.35;217.78;217.15
5/16/22 7:30:00 PM;283.726;195.412;221.391;34;22;28;59.997;9;10;0;0.181;0.191;0.180;0.160;0.160;0.160;35;24;28;216.21;218.51;218.01
5/16/22 7:40:00 PM;276.295;210.579;224.302;33;24;28;59.997;8;10;1;0.177;0.185;0.174;0.170;0.190;0.160;35;26;28;216.70;218.92;218.37
5/16/22 7:50:00 PM;280.678;194.246;232.451;34;22;29;59.998;10;10;1;0.174;0.180;0.168;0.160;0.160;0.160;35;24;29;216.22;218.52;217.88
5/16/22 8:00:00 PM;256.668;184.718;208.197;31;21;26;60.007;9;9;0;0.173;0.179;0.167;0.180;0.190;0.170;32;23;26;216.81;219.04;218.38
5/16/22 8:10:00 PM;260.670;180.635;230.899;31;21;29;59.987;11;8;1;0.170;0.176;0.167;0.150;0.140;0.150;33;23;29;216.76;219.08;218.18
5/16/22 8:20:00 PM;258.192;178.496;207.421;31;21;26;60.005;9;9;0;0.170;0.176;0.166;0.140;0.150;0.130;32;22;26;217.01;219.44;218.71
5/16/22 8:30:00 PM;263.719;178.302;214.794;32;21;27;59.987;10;9;0;0.172;0.174;0.166;0.190;0.180;0.170;33;22;27;216.97;219.47;218.75
5/16/22 8:40:00 PM;230.754;171.691;201.212;28;20;25;59.991;9;7;2;0.171;0.172;0.164;0.170;0.170;0.170;29;22;25;216.36;218.77;218.05
5/16/22 8:50:00 PM;220.464;151.663;187.047;26;18;24;59.999;8;7;0;0.167;0.171;0.162;0.150;0.150;0.140;28;19;24;216.92;219.54;218.70
5/16/22 9:00:00 PM;197.408;137.275;148.241;24;16;19;59.996;6;7;0;0.166;0.170;0.161;0.170;0.180;0.170;25;17;19;217.67;220.22;219.53
5/16/22 9:10:00 PM;194.169;138.247;133.882;24;16;17;60.008;5;8;2;0.164;0.167;0.158;0.150;0.150;0.150;25;18;17;218.39;221.00;220.38
5/16/22 9:20:00 PM;195.883;144.663;143.778;24;17;18;60.002;6;8;2;0.162;0.165;0.157;0.140;0.140;0.140;25;18;18;219.06;221.78;220.96
5/16/22 9:30:00 PM;212.842;133.580;164.540;26;15;21;60.011;8;7;2;0.165;0.164;0.157;0.190;0.150;0.160;27;17;21;219.04;222.14;221.06
5/16/22 9:40:00 PM;82.888;57.165;89.643;9;7;11;59.988;3;2;1;0.164;0.162;0.156;0.160;0.160;0.150;11;7;12;219.55;222.26;221.11
5/16/22 9:50:00 PM;49.352;38.110;60.538;6;5;8;59.991;1;0;0;0.166;0.163;0.158;0.180;0.180;0.180;6;5;8;219.82;222.58;221.52
5/16/22 10:00:00 PM;48.018;37.332;60.732;6;5;8;59.994;1;0;0;0.163;0.160;0.156;0.140;0.150;0.140;6;5;8;220.14;222.97;221.88
5/16/22 10:10:00 PM;47.256;35.971;60.150;6;4;8;59.997;1;0;0;0.165;0.160;0.155;0.180;0.150;0.140;6;5;8;220.46;223.32;222.09
5/16/22 10:20:00 PM;48.780;35.971;59.956;6;4;8;60.001;1;0;0;0.164;0.159;0.154;0.120;0.120;0.120;6;5;8;220.49;223.44;222.20
5/16/22 10:30:00 PM;50.114;37.721;59.762;6;5;8;59.986;2;0;0;0.179;0.173;0.172;0.280;0.270;0.280;6;5;8;219.77;222.72;221.56
5/16/22 10:40:00 PM;46.684;35.971;61.314;6;4;8;59.993;2;0;0;0.187;0.181;0.180;0.250;0.240;0.240;6;5;8;219.56;222.51;221.38
5/16/22 10:50:00 PM;42.301;32.082;59.956;5;4;8;60.007;1;0;0;0.189;0.182;0.181;0.170;0.170;0.160;5;4;8;221.33;224.43;223.19
5/16/22 11:00:00 PM;42.111;29.749;59.180;5;4;8;60.001;1;0;0;0.191;0.186;0.186;0.200;0.220;0.220;5;4;8;221.19;224.26;223.05
5/16/22 11:10:00 PM;35.823;25.277;58.015;4;3;7;60.000;1;0;0;0.191;0.186;0.186;0.140;0.150;0.150;5;3;8;222.00;225.04;223.82
5/16/22 11:20:00 PM;36.394;26.249;58.209;4;3;7;59.998;2;0;0;0.192;0.187;0.187;0.170;0.160;0.160;5;3;8;222.73;225.92;224.63
5/16/22 11:30:00 PM;37.538;27.221;57.821;5;3;7;59.993;2;0;0;0.210;0.212;0.210;0.320;0.340;0.330;5;4;8;222.21;225.34;224.06
5/16/22 11:40:00 PM;37.538;25.471;56.851;5;3;7;60.006;2;1;0;0.210;0.212;0.210;0.160;0.170;0.160;5;3;7;221.78;224.93;223.70
5/16/22 11:50:00 PM;42.301;28.582;56.075;5;3;7;60.008;1;0;0;0.209;0.211;0.209;0.160;0.160;0.160;5;4;7;221.91;225.01;223.73
5/17/22 12:00:00 AM;36.394;23.527;56.269;4;3;7;59.989;2;0;0;0.211;0.214;0.211;0.180;0.190;0.180;5;3;7;222.32;225.39;224.09
5/17/22 12:10:00 AM;37.156;23.916;56.075;4;3;7;60.003;2;0;0;0.211;0.216;0.213;0.190;0.200;0.190;5;3;7;222.48;225.55;224.25
5/17/22 12:20:00 AM;37.538;24.305;54.523;5;3;7;60.018;2;0;0;0.213;0.218;0.217;0.150;0.160;0.200;5;3;7;222.92;225.99;224.64
5/17/22 12:30:00 AM;36.394;25.666;54.911;4;3;7;59.999;2;0;0;0.203;0.211;0.208;0.190;0.200;0.190;5;3;7;222.76;225.84;224.52
5/17/22 12:40:00 AM;36.013;23.916;55.299;4;3;7;59.999;2;0;0;0.195;0.204;0.201;0.160;0.160;0.160;5;3;7;222.84;225.78;224.44
5/17/22 12:50:00 AM;42.492;28.388;55.105;5;4;7;59.990;1;0;0;0.195;0.206;0.203;0.180;0.200;0.190;5;4;7;222.51;225.43;224.18
5/17/22 1:00:00 AM;35.251;23.721;54.523;4;3;7;60.006;1;0;0;0.191;0.202;0.198;0.140;0.150;0.140;5;3;7;223.15;226.06;224.74
5/17/22 1:10:00 AM;35.060;23.332;54.717;4;3;7;59.989;2;0;0;0.197;0.206;0.203;0.220;0.220;0.220;5;3;7;222.83;225.65;224.38
5/17/22 1:20:00 AM;36.013;25.082;54.329;4;3;7;59.999;2;0;0;0.200;0.210;0.206;0.210;0.210;0.210;5;3;7;222.38;225.10;223.82
5/17/22 1:30:00 AM;36.394;25.277;54.911;4;3;7;59.995;2;0;0;0.183;0.189;0.188;0.210;0.210;0.220;5;3;7;222.59;225.27;224.04
5/17/22 1:40:00 AM;36.013;23.721;53.941;4;3;7;60.009;2;0;0;0.182;0.187;0.188;0.150;0.150;0.150;5;3;7;223.35;226.01;224.74
5/17/22 1:50:00 AM;35.632;22.944;53.941;4;3;7;59.999;2;0;0;0.183;0.188;0.188;0.180;0.170;0.170;5;3;7;223.30;225.98;224.74
5/17/22 2:00:00 AM;41.730;27.027;54.523;5;3;7;59.997;1;0;0;0.181;0.185;0.186;0.140;0.140;0.140;5;4;7;223.68;226.29;225.00
5/17/22 2:10:00 AM;35.823;23.721;54.911;4;3;7;59.992;2;0;0;0.184;0.188;0.189;0.220;0.230;0.220;5;3;7;223.21;225.81;224.50
5/17/22 2:20:00 AM;35.060;23.332;54.911;4;3;7;60.001;1;0;0;0.185;0.189;0.186;0.170;0.170;0.170;5;3;7;223.19;225.76;224.40
5/17/22 2:30:00 AM;35.251;23.332;54.135;4;3;7;59.992;1;0;0;0.183;0.186;0.185;0.160;0.170;0.170;5;3;7;223.43;225.91;224.59
5/17/22 2:40:00 AM;35.632;23.916;54.135;4;3;7;60.009;1;0;0;0.188;0.191;0.192;0.220;0.220;0.240;5;3;7;222.89;225.33;223.98
5/17/22 2:50:00 AM;35.251;24.888;53.747;4;3;7;60.000;2;0;0;0.190;0.192;0.193;0.200;0.210;0.200;5;3;7;223.38;225.75;224.49
5/17/22 3:00:00 AM;34.679;25.082;53.747;4;3;7;60.005;2;0;0;0.191;0.194;0.194;0.160;0.180;0.160;4;3;7;223.64;226.01;224.68
5/17/22 3:10:00 AM;35.632;23.138;54.329;4;3;7;60.019;2;0;0;0.186;0.189;0.190;0.170;0.150;0.170;5;3;7;224.33;226.73;225.44
5/17/22 3:20:00 AM;35.442;22.749;54.717;4;3;7;60.011;2;0;0;0.191;0.195;0.195;0.250;0.260;0.250;5;3;7;223.92;226.29;224.95
5/17/22 3:30:00 AM;33.155;22.749;53.553;4;3;7;60.016;1;0;0;0.189;0.192;0.191;0.180;0.180;0.180;4;3;7;223.88;226.15;224.86
5/17/22 3:40:00 AM;35.251;24.305;52.971;4;3;7;59.981;1;0;0;0.194;0.200;0.198;0.220;0.240;0.230;5;3;7;223.03;225.29;223.99
5/17/22 3:50:00 AM;36.394;23.916;52.582;4;3;7;60.007;2;0;0;0.193;0.199;0.198;0.160;0.160;0.170;5;3;7;223.42;225.62;224.35
5/17/22 4:00:00 AM;35.251;22.360;52.777;4;3;7;59.999;1;0;0;0.197;0.204;0.201;0.200;0.210;0.200;5;3;7;223.63;225.78;224.50
5/17/22 4:10:00 AM;34.298;21.971;52.777;4;3;7;60.010;1;0;0;0.193;0.199;0.197;0.170;0.170;0.170;4;3;7;224.41;226.59;225.29
5/17/22 4:20:00 AM;35.442;22.360;52.194;4;3;7;60.002;2;0;0;0.193;0.198;0.197;0.170;0.160;0.170;5;3;7;224.40;226.55;225.24
5/17/22 4:30:00 AM;35.060;22.360;52.971;4;3;7;60.003;2;0;0;0.193;0.198;0.198;0.160;0.160;0.180;5;3;7;224.54;226.64;225.36
5/17/22 4:40:00 AM;35.060;23.721;52.000;4;3;7;60.003;2;0;0;0.191;0.199;0.197;0.200;0.230;0.230;5;3;7;224.46;226.56;225.27
5/17/22 4:50:00 AM;34.679;22.944;52.388;4;3;7;60.015;2;0;0;0.188;0.195;0.194;0.160;0.160;0.170;4;3;7;224.80;226.91;225.51
5/17/22 5:00:00 AM;36.775;22.555;55.493;4;3;7;59.990;1;0;0;0.189;0.198;0.196;0.180;0.210;0.190;5;3;7;225.20;227.28;225.90
5/17/22 5:10:00 AM;52.781;28.582;58.597;7;4;7;59.989;1;0;0;0.190;0.199;0.197;0.190;0.180;0.180;7;4;8;225.11;227.19;225.88
5/17/22 5:20:00 AM;50.114;28.193;57.433;6;4;7;59.992;1;0;0;0.183;0.191;0.190;0.180;0.180;0.180;6;4;7;224.39;226.40;225.09
5/17/22 5:30:00 AM;50.495;28.777;57.239;6;4;7;60.010;1;0;0;0.180;0.189;0.188;0.140;0.150;0.150;7;4;7;224.62;226.63;225.35
5/17/22 5:40:00 AM;51.257;29.943;58.403;6;4;7;59.991;2;0;0;0.177;0.182;0.183;0.190;0.170;0.180;7;4;8;224.83;226.82;225.52
5/17/22 5:50:00 AM;51.257;29.360;61.120;6;4;8;60.003;1;0;0;0.177;0.182;0.183;0.170;0.160;0.170;7;4;8;224.30;226.20;224.93
5/17/22 6:00:00 AM;51.638;28.582;61.896;7;3;8;59.990;1;0;0;0.180;0.184;0.186;0.220;0.230;0.230;7;4;8;223.81;225.57;224.45
5/17/22 6:10:00 AM;51.638;28.971;62.672;7;4;8;59.978;1;0;0;0.182;0.187;0.190;0.200;0.200;0.210;7;4;8;222.74;224.41;223.39
5/17/22 6:20:00 AM;69.740;35.971;73.732;8;4;9;59.992;2;2;3;0.201;0.228;0.202;0.310;0.410;0.280;9;5;10;222.40;224.11;223.05
5/17/22 6:30:00 AM;90.320;46.471;87.896;11;6;11;60.015;3;2;0;0.227;0.247;0.207;0.360;0.350;0.240;12;6;11;222.66;224.41;223.47
5/17/22 6:40:00 AM;88.414;45.499;86.344;11;6;11;60.006;3;1;0;0.237;0.254;0.208;0.300;0.300;0.240;11;6;11;222.61;224.30;223.39
5/17/22 6:50:00 AM;87.842;45.888;80.135;11;6;10;60.013;3;1;0;0.249;0.261;0.225;0.310;0.280;0.320;11;6;10;221.57;223.12;222.30
5/17/22 7:00:00 AM;110.899;47.637;101.285;13;6;13;60.014;5;1;1;0.249;0.261;0.225;0.190;0.200;0.190;14;6;13;221.37;223.00;222.11
5/17/22 7:10:00 AM;140.815;62.609;117.972;17;7;15;59.991;7;3;0;0.248;0.260;0.224;0.160;0.160;0.150;18;8;15;220.50;222.21;221.31
5/17/22 7:20:00 AM;157.583;66.498;136.599;18;8;17;60.000;8;4;1;0.247;0.259;0.223;0.160;0.150;0.160;20;8;17;219.98;221.79;220.87
5/17/22 7:30:00 AM;161.394;65.525;142.032;19;8;18;59.988;9;4;0;0.248;0.259;0.223;0.160;0.150;0.150;20;8;18;219.63;221.34;220.36
5/17/22 7:40:00 AM;162.919;62.609;146.300;19;7;18;60.005;9;3;0;0.245;0.258;0.220;0.110;0.120;0.120;21;8;19;220.27;222.03;220.93
5/17/22 7:50:00 AM;179.496;64.554;169.584;20;8;21;60.001;11;3;0;0.245;0.257;0.219;0.150;0.140;0.150;23;8;22;220.01;221.75;220.66
5/17/22 8:00:00 AM;171.112;65.137;154.062;20;8;19;59.996;9;3;0;0.241;0.253;0.213;0.140;0.130;0.130;22;8;20;219.41;221.06;220.11
5/17/22 8:10:00 AM;174.351;70.387;149.599;20;8;18;59.993;9;3;0;0.238;0.251;0.209;0.140;0.140;0.130;22;9;19;219.03;220.68;219.78
5/17/22 8:20:00 AM;176.066;68.443;158.136;20;8;20;60.002;9;3;0;0.225;0.218;0.198;0.160;0.160;0.170;22;9;20;218.37;219.99;219.13
5/17/22 8:30:00 AM;176.257;69.026;163.763;20;8;20;60.001;9;3;0;0.202;0.196;0.194;0.200;0.210;0.210;22;9;21;217.56;219.12;218.22
5/17/22 8:40:00 AM;178.925;86.914;165.704;21;10;21;60.011;9;3;6;0.188;0.184;0.193;0.200;0.220;0.230;22;11;21;216.88;218.30;217.49
5/17/22 8:50:00 AM;192.263;105.581;176.764;23;12;22;59.987;8;5;0;0.166;0.170;0.170;0.180;0.190;0.180;24;13;22;216.23;217.63;216.81
5/17/22 9:00:00 AM;193.978;106.747;169.584;23;12;21;59.995;8;5;0;0.162;0.168;0.167;0.140;0.180;0.150;24;13;21;216.17;217.51;216.77
5/17/22 9:10:00 AM;196.455;118.219;178.122;23;14;22;60.005;8;4;3;0.163;0.169;0.169;0.170;0.170;0.170;25;15;22;217.04;218.38;217.63
5/17/22 9:20:00 AM;197.027;120.942;183.555;23;15;23;60.019;8;4;0;0.161;0.167;0.167;0.130;0.120;0.130;25;15;23;217.18;218.40;217.66
5/17/22 9:30:00 AM;210.746;119.192;182.003;25;14;23;59.994;8;5;1;0.163;0.170;0.171;0.180;0.180;0.200;26;15;23;216.29;217.61;217.03
5/17/22 9:40:00 AM;220.845;153.219;203.540;26;18;25;60.019;8;5;1;0.168;0.174;0.174;0.190;0.180;0.170;28;19;26;216.05;217.13;216.56
