7 May 2022 - 14 May 2022
Date/time;1000KVAFIMEED7_20220514_160405_10m_STD.Current L1 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Current L2 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Current L3 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Active power III (kW);1000KVAFIMEED7_20220514_160405_10m_STD.Frequency (Hz);1000KVAFIMEED7_20220514_160405_10m_STD.Inductive power III (kvarL);1000KVAFIMEED7_20220514_160405_10m_STD.Plt L1;1000KVAFIMEED7_20220514_160405_10m_STD.Plt L2;1000KVAFIMEED7_20220514_160405_10m_STD.Plt L3;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L1;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L2;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L3;1000KVAFIMEED7_20220514_160405_10m_STD.Apparent power  III (kVA);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L12 (V);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L23 (V);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L31 (V)
5/8/22 7:20:00 PM;163.490;181.996;161.823;65;59.991;6;0.185;0.190;0.195;0.150;0.140;0.150;66;226.67;227.69;225.41
5/8/22 7:30:00 PM;172.065;189.579;162.405;68;59.997;7;0.184;0.189;0.194;0.170;0.180;0.180;69;227.10;228.10;225.84
5/8/22 7:40:00 PM;164.062;179.857;159.495;65;59.997;6;0.188;0.195;0.199;0.220;0.230;0.220;66;227.37;228.28;225.94
5/8/22 7:50:00 PM;169.397;186.663;165.316;67;59.994;7;0.190;0.196;0.198;0.190;0.190;0.180;68;227.23;228.08;225.86
5/8/22 8:00:00 PM;161.013;180.829;159.689;65;60.002;6;0.188;0.194;0.196;0.170;0.170;0.160;66;227.63;228.48;226.22
5/8/22 8:10:00 PM;187.880;202.996;170.167;72;59.990;8;0.187;0.193;0.193;0.180;0.190;0.190;73;227.02;227.88;225.58
5/8/22 8:20:00 PM;158.536;174.218;156.778;63;60.000;5;0.187;0.193;0.193;0.160;0.160;0.160;64;226.68;227.51;225.31
5/8/22 8:30:00 PM;177.019;192.885;169.972;69;59.993;7;0.187;0.192;0.192;0.160;0.160;0.160;71;226.59;227.46;225.16
5/8/22 8:40:00 PM;161.775;173.635;156.972;63;60.004;5;0.183;0.187;0.187;0.150;0.150;0.160;64;226.96;227.87;225.50
5/8/22 8:50:00 PM;178.544;197.551;168.808;70;59.999;8;0.181;0.185;0.185;0.150;0.150;0.160;71;226.88;227.84;225.43
5/8/22 9:00:00 PM;170.922;188.607;163.957;68;59.993;7;0.176;0.178;0.177;0.110;0.110;0.110;69;227.18;228.14;225.61
5/8/22 9:10:00 PM;165.015;178.885;159.883;65;59.994;6;0.169;0.172;0.170;0.170;0.170;0.170;66;227.35;228.27;225.63
5/8/22 9:20:00 PM;174.351;194.635;168.614;69;59.998;8;0.168;0.172;0.170;0.140;0.140;0.140;70;226.63;227.56;224.90
5/8/22 9:30:00 PM;169.016;184.913;159.883;66;59.999;7;0.174;0.176;0.174;0.220;0.220;0.220;67;226.85;227.79;224.99
5/8/22 9:40:00 PM;181.592;198.135;173.271;71;60.000;9;0.175;0.176;0.177;0.230;0.230;0.240;72;226.38;227.27;224.46
5/8/22 9:50:00 PM;160.441;178.496;157.942;64;60.008;6;0.178;0.178;0.184;0.220;0.210;0.240;65;226.43;227.33;224.38
5/8/22 10:00:00 PM;173.589;188.413;167.062;68;60.005;8;0.178;0.179;0.184;0.160;0.180;0.160;69;227.22;228.14;225.08
5/8/22 10:10:00 PM;174.161;198.718;164.734;69;60.024;9;0.179;0.179;0.184;0.190;0.190;0.190;70;227.51;228.51;225.25
5/8/22 10:20:00 PM;154.916;174.413;152.315;62;60.003;5;0.180;0.180;0.186;0.180;0.180;0.190;63;227.46;228.44;225.16
5/8/22 10:30:00 PM;170.540;187.246;165.510;67;59.997;8;0.183;0.185;0.190;0.200;0.210;0.210;68;226.49;227.45;224.12
5/8/22 10:40:00 PM;152.438;179.857;156.584;63;60.005;5;0.185;0.187;0.192;0.180;0.190;0.190;64;226.78;227.71;224.37
5/8/22 10:50:00 PM;153.391;181.802;155.614;63;60.013;10;0.191;0.193;0.197;0.220;0.220;0.220;64;227.13;228.11;224.65
5/8/22 11:00:00 PM;152.438;180.440;159.107;64;60.034;5;0.192;0.194;0.198;0.130;0.140;0.140;65;228.20;229.15;225.64
5/8/22 11:10:00 PM;160.251;188.607;161.823;66;59.995;9;0.194;0.196;0.200;0.200;0.190;0.200;67;227.54;228.46;224.97
5/8/22 11:20:00 PM;143.101;168.191;152.121;60;59.996;5;0.196;0.198;0.203;0.180;0.190;0.190;61;226.98;227.88;224.37
5/8/22 11:30:00 PM;162.156;190.940;163.181;67;60.003;7;0.191;0.194;0.199;0.160;0.170;0.170;68;227.29;228.31;224.75
5/8/22 11:40:00 PM;145.198;171.496;148.629;60;60.000;7;0.186;0.188;0.193;0.170;0.160;0.170;61;227.95;228.96;225.39
5/8/22 11:50:00 PM;150.152;181.024;159.107;63;60.003;6;0.183;0.188;0.189;0.190;0.210;0.210;65;228.37;229.42;225.86
5/9/22 12:00:00 AM;148.056;176.357;153.286;62;59.997;5;0.182;0.186;0.188;0.140;0.140;0.140;63;228.19;229.21;225.65
5/9/22 12:10:00 AM;141.958;168.385;150.181;59;59.996;9;0.184;0.187;0.190;0.210;0.200;0.210;60;227.72;228.80;225.30
5/9/22 12:20:00 AM;161.013;191.718;163.763;66;60.007;7;0.183;0.186;0.189;0.170;0.170;0.180;68;227.28;228.36;224.92
5/9/22 12:30:00 AM;146.531;171.691;150.957;60;59.991;5;0.183;0.184;0.191;0.200;0.190;0.230;62;228.10;229.22;225.74
5/9/22 12:40:00 AM;146.531;172.663;153.480;60;60.000;9;0.185;0.185;0.194;0.200;0.200;0.220;62;228.22;229.27;225.92
5/9/22 12:50:00 AM;147.865;172.080;152.121;61;60.003;5;0.181;0.183;0.192;0.190;0.200;0.200;62;228.02;229.03;225.84
5/9/22 1:00:00 AM;154.916;183.552;158.136;64;60.012;7;0.182;0.183;0.192;0.140;0.140;0.140;66;228.91;229.93;226.73
5/9/22 1:10:00 AM;142.339;168.580;148.435;60;60.023;7;0.182;0.181;0.190;0.200;0.170;0.170;61;229.19;230.23;227.06
5/9/22 1:20:00 AM;142.911;164.885;149.405;59;60.007;5;0.179;0.178;0.187;0.140;0.140;0.140;60;229.51;230.52;227.38
5/9/22 1:30:00 AM;142.911;169.746;149.405;60;59.994;5;0.181;0.178;0.188;0.180;0.180;0.190;61;229.59;230.65;227.68
5/9/22 1:40:00 AM;152.438;178.885;153.286;63;60.010;8;0.182;0.181;0.190;0.180;0.190;0.190;64;229.06;230.11;227.20
5/9/22 1:50:00 AM;145.198;167.024;148.435;60;59.993;4;0.180;0.177;0.187;0.170;0.170;0.180;61;229.08;230.11;227.17
5/9/22 2:00:00 AM;149.008;175.968;155.808;62;59.990;6;0.181;0.178;0.188;0.160;0.160;0.160;63;229.01;230.01;227.14
5/9/22 2:10:00 AM;140.624;159.052;144.554;58;59.956;6;0.179;0.176;0.186;0.190;0.180;0.190;59;229.45;230.49;227.66
5/9/22 2:20:00 AM;141.958;166.830;146.106;59;60.004;5;0.177;0.174;0.183;0.130;0.130;0.130;60;230.21;231.25;228.43
5/9/22 2:30:00 AM;141.577;168.385;143.972;59;59.987;5;0.178;0.176;0.182;0.210;0.210;0.220;60;229.88;230.95;228.18
5/9/22 2:40:00 AM;142.149;163.330;145.718;59;60.004;6;0.175;0.173;0.178;0.170;0.170;0.180;60;229.58;230.58;227.89
5/9/22 2:50:00 AM;143.673;171.496;148.435;60;60.005;6;0.176;0.173;0.178;0.200;0.200;0.200;62;229.95;231.01;228.37
5/9/22 3:00:00 AM;140.434;164.691;147.077;59;59.999;5;0.178;0.174;0.180;0.170;0.160;0.170;60;230.20;231.24;228.67
5/9/22 3:10:00 AM;147.294;171.107;150.957;61;60.004;9;0.175;0.174;0.179;0.170;0.160;0.160;62;230.64;231.61;229.15
5/9/22 3:20:00 AM;142.911;166.441;143.196;59;59.998;5;0.174;0.173;0.179;0.120;0.120;0.130;60;230.73;231.83;229.33
5/9/22 3:30:00 AM;153.201;177.329;154.838;63;59.994;7;0.177;0.176;0.182;0.210;0.210;0.220;64;229.96;231.00;228.55
5/9/22 3:40:00 AM;139.481;161.969;141.644;58;59.998;8;0.176;0.174;0.181;0.170;0.170;0.180;59;229.96;231.01;228.62
5/9/22 3:50:00 AM;142.911;168.385;149.211;60;60.005;6;0.176;0.174;0.181;0.170;0.170;0.180;61;230.06;231.10;228.70
5/9/22 4:00:00 AM;153.201;176.746;153.674;62;59.977;7;0.177;0.176;0.182;0.170;0.180;0.180;64;229.53;230.55;228.17
5/9/22 4:10:00 AM;141.958;163.135;143.778;58;60.006;8;0.175;0.175;0.181;0.160;0.170;0.170;60;229.88;230.92;228.56
5/9/22 4:20:00 AM;142.911;166.441;147.659;60;59.997;6;0.178;0.179;0.184;0.180;0.190;0.180;61;230.22;231.35;229.02
5/9/22 4:30:00 AM;142.339;163.524;146.494;59;60.006;5;0.172;0.174;0.177;0.140;0.150;0.140;60;230.34;231.40;229.07
5/9/22 4:40:00 AM;140.624;166.246;148.241;59;60.002;8;0.172;0.174;0.177;0.170;0.170;0.180;61;230.74;231.76;229.44
5/9/22 4:50:00 AM;147.294;170.718;143.002;60;60.002;5;0.166;0.168;0.172;0.130;0.130;0.130;61;230.61;231.78;229.38
5/9/22 5:00:00 AM;148.246;171.107;151.345;61;59.990;6;0.169;0.172;0.174;0.200;0.200;0.190;62;229.97;231.03;228.80
5/9/22 5:10:00 AM;144.054;167.413;147.465;60;59.997;10;0.174;0.178;0.178;0.210;0.220;0.210;61;229.77;230.83;228.69
5/9/22 5:20:00 AM;145.198;169.552;149.599;61;59.998;5;0.196;0.218;0.233;0.310;0.390;0.440;62;230.12;231.17;228.98
5/9/22 5:30:00 AM;136.623;159.052;140.673;57;60.002;4;0.212;0.249;0.233;0.320;0.410;0.230;58;230.62;231.67;229.50
5/9/22 5:40:00 AM;153.391;179.857;152.121;63;59.994;12;0.230;0.269;0.248;0.330;0.380;0.330;64;230.12;231.23;229.02
5/9/22 5:50:00 AM;154.153;177.718;154.450;63;59.999;6;0.238;0.289;0.265;0.280;0.390;0.360;64;229.50;230.48;228.41
5/9/22 6:00:00 AM;150.342;175.385;150.763;62;60.008;8;0.237;0.288;0.264;0.140;0.140;0.150;63;229.59;230.50;228.55
5/9/22 6:10:00 AM;144.245;166.441;148.435;60;59.995;5;0.239;0.289;0.265;0.200;0.200;0.200;61;229.27;230.22;228.36
5/9/22 6:20:00 AM;152.629;176.357;152.315;63;59.994;8;0.239;0.289;0.265;0.180;0.190;0.170;64;228.74;229.60;227.80
5/9/22 6:30:00 AM;156.249;189.579;162.599;66;59.992;7;0.244;0.291;0.267;0.230;0.210;0.210;67;227.94;228.74;226.99
5/9/22 6:40:00 AM;171.684;196.190;182.003;71;59.997;8;0.245;0.291;0.270;0.200;0.190;0.230;72;227.74;228.30;226.77
5/9/22 6:50:00 AM;208.079;240.912;218.481;86;60.005;12;0.246;0.292;0.271;0.160;0.170;0.170;87;226.74;227.34;225.85
5/9/22 7:00:00 AM;337.842;370.020;313.363;126;59.995;38;0.244;0.291;0.270;0.160;0.160;0.170;133;226.25;226.84;225.29
5/9/22 7:10:00 AM;420.350;454.796;387.872;154;59.989;52;0.241;0.289;0.269;0.150;0.170;0.170;164;224.53;225.14;223.69
5/9/22 7:20:00 AM;517.339;555.322;486.246;187;59.996;71;0.231;0.273;0.237;0.200;0.240;0.230;201;223.29;223.80;222.55
5/9/22 7:30:00 AM;604.420;642.820;559.397;215;59.993;85;0.215;0.248;0.233;0.180;0.190;0.170;232;222.32;222.98;221.61
5/9/22 7:40:00 AM;592.796;631.349;542.904;211;60.021;83;0.195;0.224;0.216;0.170;0.190;0.170;227;222.27;222.93;221.51
5/9/22 7:50:00 AM;628.810;663.820;570.845;222;60.038;88;0.181;0.189;0.188;0.160;0.180;0.180;239;222.31;222.97;221.58
5/9/22 8:00:00 AM;648.436;672.959;571.621;226;59.995;86;0.183;0.191;0.190;0.170;0.170;0.170;242;221.45;222.09;220.62
5/9/22 8:10:00 AM;677.019;697.847;589.084;234;59.999;87;0.178;0.186;0.185;0.130;0.130;0.140;250;220.71;221.40;219.85
5/9/22 8:20:00 AM;690.166;715.541;597.621;238;60.004;88;0.176;0.183;0.184;0.150;0.150;0.150;254;220.11;220.74;219.16
5/9/22 8:30:00 AM;678.924;700.569;582.487;234;60.005;84;0.168;0.180;0.180;0.160;0.170;0.160;249;219.60;220.21;218.65
5/9/22 8:40:00 AM;712.080;731.874;610.622;243;60.009;88;0.166;0.179;0.174;0.180;0.180;0.180;259;218.76;219.40;217.79
5/9/22 8:50:00 AM;721.607;734.596;631.577;248;60.017;90;0.166;0.178;0.174;0.160;0.160;0.160;264;218.94;219.37;217.94
5/9/22 9:00:00 AM;738.185;744.707;631.771;251;59.993;88;0.167;0.180;0.174;0.170;0.180;0.180;267;218.55;219.02;217.62
5/9/22 9:10:00 AM;783.535;791.568;667.861;266;59.997;95;0.168;0.180;0.174;0.170;0.170;0.170;282;218.27;218.79;217.38
5/9/22 9:20:00 AM;788.490;794.095;674.265;267;60.012;94;0.162;0.169;0.165;0.130;0.130;0.130;284;218.07;218.50;217.10
5/9/22 9:30:00 AM;753.238;754.624;635.846;255;60.004;85;0.160;0.166;0.164;0.150;0.160;0.160;269;217.70;218.11;216.77
5/9/22 9:40:00 AM;813.070;810.039;692.504;274;59.991;92;0.159;0.163;0.165;0.160;0.160;0.180;289;216.42;216.75;215.47
5/9/22 9:50:00 AM;802.018;802.651;705.116;273;60.003;92;0.162;0.163;0.166;0.190;0.180;0.190;288;216.32;216.65;215.44
5/9/22 10:00:00 AM;812.880;817.623;720.056;278;59.997;93;0.165;0.165;0.168;0.200;0.190;0.190;293;216.29;216.61;215.43
5/9/22 10:10:00 AM;852.895;833.761;753.042;289;59.999;100;0.169;0.169;0.172;0.180;0.180;0.190;306;217.53;217.77;216.59
5/9/22 10:20:00 AM;881.477;851.066;774.968;296;59.996;103;0.170;0.170;0.173;0.170;0.170;0.170;314;216.91;217.19;215.94
5/9/22 10:30:00 AM;868.520;847.761;791.072;295;59.998;105;0.171;0.170;0.175;0.170;0.170;0.180;314;217.04;217.15;216.06
5/9/22 10:40:00 AM;881.858;866.816;798.640;300;59.997;105;0.169;0.168;0.174;0.150;0.150;0.170;319;216.92;217.08;215.79
5/9/22 10:50:00 AM;908.726;897.732;829.879;310;60.005;112;0.168;0.168;0.174;0.150;0.160;0.160;330;217.04;217.23;215.93
5/9/22 11:00:00 AM;901.866;887.621;818.043;306;59.999;108;0.167;0.168;0.174;0.160;0.180;0.180;325;216.06;216.29;214.97
5/9/22 11:10:00 AM;892.529;880.233;820.760;303;59.997;106;0.169;0.170;0.176;0.190;0.190;0.190;322;215.27;215.46;214.17
5/9/22 11:20:00 AM;876.714;848.344;806.207;297;59.999;102;0.177;0.176;0.183;0.220;0.210;0.220;314;215.26;215.31;214.09
5/9/22 11:30:00 AM;913.871;891.899;831.431;308;60.007;107;0.179;0.178;0.185;0.180;0.180;0.190;327;214.95;215.12;213.80
5/9/22 11:40:00 AM;898.055;867.983;797.282;302;60.003;103;0.177;0.176;0.183;0.120;0.130;0.140;319;216.06;216.21;214.85
5/9/22 11:50:00 AM;948.360;905.704;855.491;317;60.004;109;0.179;0.179;0.185;0.210;0.210;0.210;336;215.05;215.15;213.79
5/9/22 12:00:00 PM;919.206;891.510;814.162;308;59.998;103;0.179;0.181;0.187;0.200;0.210;0.210;325;214.79;215.00;213.70
5/9/22 12:10:00 PM;944.358;899.288;838.805;314;60.004;107;0.178;0.181;0.187;0.170;0.180;0.190;332;214.76;214.79;213.47
5/9/22 12:20:00 PM;897.674;874.594;782.535;301;59.989;98;0.177;0.181;0.187;0.160;0.170;0.170;317;215.01;215.26;213.79
5/9/22 12:30:00 PM;975.608;934.093;858.596;325;60.004;110;0.179;0.183;0.188;0.190;0.190;0.200;343;215.31;215.46;213.96
5/9/22 12:40:00 PM;955.029;924.565;839.387;319;59.992;107;0.179;0.183;0.187;0.140;0.140;0.150;337;215.06;215.25;213.71
5/9/22 12:50:00 PM;948.931;919.510;834.730;317;60.000;104;0.182;0.186;0.190;0.190;0.200;0.200;334;214.17;214.37;212.86
5/9/22 1:00:00 PM;949.122;913.871;822.506;315;60.008;103;0.182;0.186;0.190;0.170;0.180;0.180;332;214.56;214.82;213.21
5/9/22 1:10:00 PM;943.977;908.038;843.849;315;59.989;105;0.181;0.184;0.190;0.170;0.170;0.190;333;214.22;214.30;212.85
5/9/22 1:20:00 PM;895.959;863.900;799.028;301;60.010;98;0.175;0.180;0.184;0.160;0.160;0.150;317;215.17;215.27;213.81
5/9/22 1:30:00 PM;930.258;907.649;844.626;315;60.000;106;0.172;0.177;0.182;0.140;0.140;0.150;333;215.34;215.44;213.96
5/9/22 1:40:00 PM;891.005;873.622;811.252;302;59.984;100;0.173;0.177;0.182;0.140;0.130;0.150;319;214.78;214.92;213.42
5/9/22 1:50:00 PM;890.814;871.288;808.147;303;60.016;99;0.169;0.172;0.178;0.170;0.160;0.170;319;215.11;215.24;213.68
5/9/22 2:00:00 PM;917.491;906.093;840.939;313;60.000;104;0.166;0.169;0.175;0.170;0.180;0.180;330;214.69;214.85;213.17
5/9/22 2:10:00 PM;917.681;898.316;829.879;311;60.000;103;0.164;0.167;0.172;0.150;0.160;0.150;327;214.74;214.98;213.20
5/9/22 2:20:00 PM;935.593;923.982;849.476;316;59.988;106;0.164;0.167;0.172;0.160;0.170;0.170;334;214.07;214.34;212.63
5/9/22 2:30:00 PM;946.073;924.176;852.581;318;59.993;106;0.161;0.165;0.170;0.160;0.170;0.180;336;214.02;214.21;212.42
5/9/22 2:40:00 PM;944.930;926.509;859.954;319;60.002;106;0.162;0.166;0.171;0.150;0.150;0.160;336;213.86;214.02;212.23
5/9/22 2:50:00 PM;977.323;957.231;884.014;330;60.007;109;0.156;0.160;0.165;0.120;0.120;0.130;348;214.39;214.66;212.72
5/9/22 3:00:00 PM;957.887;934.093;852.581;323;60.001;107;0.153;0.155;0.162;0.130;0.130;0.140;340;215.24;215.49;213.51
5/9/22 3:10:00 PM;974.846;946.537;869.268;327;59.996;108;0.158;0.162;0.167;0.210;0.220;0.230;344;214.27;214.49;212.45
5/9/22 3:20:00 PM;935.784;912.704;830.267;313;59.988;100;0.167;0.173;0.184;0.230;0.250;0.280;329;213.43;213.66;211.77
5/9/22 3:30:00 PM;989.899;962.870;893.522;332;59.984;109;0.169;0.174;0.185;0.170;0.160;0.170;350;213.57;213.75;211.86
5/9/22 3:40:00 PM;944.168;918.537;862.865;319;60.000;106;0.173;0.178;0.188;0.190;0.180;0.190;337;214.60;214.80;212.81
5/9/22 3:50:00 PM;948.169;922.232;855.880;319;59.992;107;0.175;0.182;0.190;0.190;0.210;0.190;337;214.35;214.58;212.55
5/9/22 4:00:00 PM;912.537;890.732;814.744;307;60.003;102;0.177;0.186;0.192;0.200;0.220;0.210;324;214.96;215.26;213.37
5/9/22 4:10:00 PM;931.401;927.287;846.372;317;59.995;108;0.178;0.186;0.193;0.160;0.150;0.160;335;214.76;215.03;213.17
5/9/22 4:20:00 PM;923.207;916.010;819.207;313;60.006;104;0.177;0.184;0.192;0.150;0.150;0.160;330;215.31;215.56;213.65
5/9/22 4:30:00 PM;972.369;959.175;866.357;327;59.990;110;0.181;0.189;0.198;0.200;0.220;0.240;346;214.41;214.68;212.73
5/9/22 4:40:00 PM;948.169;945.176;848.118;319;59.996;108;0.186;0.192;0.202;0.210;0.200;0.210;338;213.80;214.11;212.11
5/9/22 4:50:00 PM;964.937;955.481;865.969;325;60.002;111;0.188;0.195;0.205;0.170;0.170;0.190;343;214.05;214.25;212.22
5/9/22 5:00:00 PM;955.029;955.481;867.522;326;60.003;111;0.191;0.198;0.207;0.180;0.190;0.190;344;215.25;215.52;213.42
5/9/22 5:10:00 PM;965.509;969.481;884.984;331;60.001;113;0.189;0.196;0.204;0.190;0.200;0.190;350;215.73;215.99;213.85
5/9/22 5:20:00 PM;963.985;966.953;871.402;329;59.999;113;0.182;0.187;0.191;0.150;0.150;0.160;348;215.59;215.94;213.79
5/9/22 5:30:00 PM;974.084;974.536;873.537;332;60.009;115;0.181;0.186;0.191;0.150;0.150;0.160;351;216.00;216.43;214.20
5/9/22 5:40:00 PM;972.369;971.814;884.790;333;60.000;116;0.178;0.185;0.189;0.160;0.160;0.170;353;216.39;216.76;214.54
5/9/22 5:50:00 PM;945.120;934.287;856.074;321;59.970;112;0.177;0.183;0.189;0.180;0.190;0.190;340;215.85;216.17;213.95
5/9/22 6:00:00 PM;959.412;946.537;881.492;328;60.026;117;0.173;0.177;0.185;0.150;0.150;0.160;349;217.26;217.49;215.24
5/9/22 6:10:00 PM;931.020;916.204;829.685;317;60.006;111;0.174;0.178;0.186;0.170;0.170;0.180;336;217.90;218.23;215.85
5/9/22 6:20:00 PM;926.828;907.649;833.566;316;60.021;111;0.177;0.179;0.188;0.190;0.170;0.180;335;218.22;218.45;216.17
5/9/22 6:30:00 PM;972.369;955.870;869.268;330;60.014;119;0.173;0.173;0.180;0.150;0.150;0.160;351;218.18;218.45;216.16
5/9/22 6:40:00 PM;934.640;906.871;823.476;316;59.995;112;0.169;0.171;0.177;0.170;0.180;0.180;335;218.42;218.75;216.46
5/9/22 6:50:00 PM;955.791;931.176;836.864;323;59.995;113;0.172;0.174;0.179;0.200;0.200;0.210;343;218.44;218.76;216.48
5/9/22 7:00:00 PM;923.398;902.204;809.118;313;60.012;110;0.172;0.174;0.179;0.180;0.190;0.190;332;218.98;219.35;217.02
5/9/22 7:10:00 PM;896.150;879.649;814.356;309;60.009;109;0.168;0.169;0.176;0.150;0.150;0.160;328;219.89;220.09;217.91
5/9/22 7:20:00 PM;967.796;952.564;854.909;330;59.985;116;0.172;0.174;0.181;0.190;0.200;0.210;350;219.21;219.59;217.28
5/9/22 7:30:00 PM;991.805;986.008;866.939;338;59.984;119;0.175;0.178;0.184;0.190;0.200;0.200;359;219.02;219.41;217.18
5/9/22 7:40:00 PM;920.349;923.787;825.416;319;59.999;112;0.177;0.179;0.186;0.180;0.180;0.190;338;219.84;220.20;218.05
5/9/22 7:50:00 PM;918.825;933.120;815.327;319;59.997;115;0.177;0.179;0.186;0.180;0.180;0.190;339;220.59;221.12;218.90
5/9/22 8:00:00 PM;931.592;934.093;823.864;321;60.005;118;0.177;0.179;0.186;0.160;0.160;0.170;343;221.11;221.59;219.29
5/9/22 8:10:00 PM;876.523;875.177;799.416;306;59.989;111;0.175;0.177;0.184;0.130;0.130;0.140;326;221.61;221.82;219.66
5/9/22 8:20:00 PM;865.090;872.260;794.953;303;59.991;111;0.173;0.177;0.185;0.170;0.170;0.190;322;221.06;221.40;219.14
5/9/22 8:30:00 PM;816.500;832.595;767.788;288;60.001;107;0.174;0.178;0.186;0.170;0.170;0.180;308;221.12;221.44;219.14
5/9/22 8:40:00 PM;783.345;820.734;764.296;282;60.000;108;0.174;0.177;0.185;0.160;0.160;0.170;302;221.47;221.75;219.52
5/9/22 8:50:00 PM;739.328;787.095;713.265;265;59.983;102;0.172;0.175;0.183;0.180;0.180;0.190;285;220.91;221.39;218.99
5/9/22 9:00:00 PM;686.165;726.819;649.622;248;59.995;88;0.169;0.171;0.181;0.150;0.150;0.160;264;221.73;222.36;219.81
5/9/22 9:10:00 PM;633.574;683.847;623.622;233;59.995;84;0.170;0.172;0.182;0.160;0.160;0.170;249;222.48;223.11;220.55
5/9/22 9:20:00 PM;497.331;563.878;505.068;190;59.989;64;0.171;0.173;0.183;0.200;0.210;0.220;201;222.63;223.34;220.77
5/9/22 9:30:00 PM;487.613;531.017;489.351;183;59.990;64;0.167;0.169;0.180;0.140;0.150;0.160;194;223.29;223.89;221.24
5/9/22 9:40:00 PM;370.998;397.825;369.245;139;59.989;41;0.166;0.168;0.179;0.170;0.170;0.180;147;223.97;224.69;222.00
5/9/22 9:50:00 PM;260.098;267.744;247.004;98;59.994;17;0.167;0.169;0.180;0.190;0.190;0.200;100;224.90;225.78;223.00
5/9/22 10:00:00 PM;193.787;236.050;219.257;83;59.998;11;0.169;0.171;0.181;0.180;0.180;0.180;84;225.57;226.44;223.75
5/9/22 10:10:00 PM;197.027;260.550;226.242;87;59.990;16;0.169;0.170;0.180;0.130;0.120;0.120;89;226.47;227.33;224.62
5/9/22 10:20:00 PM;182.736;236.828;214.600;81;59.991;13;0.166;0.168;0.176;0.130;0.130;0.140;83;226.53;227.38;224.65
5/9/22 10:30:00 PM;188.643;233.523;203.734;80;59.998;14;0.165;0.168;0.175;0.160;0.170;0.170;82;226.47;227.31;224.50
5/9/22 10:40:00 PM;182.736;216.412;188.600;76;59.994;13;0.166;0.168;0.175;0.170;0.170;0.170;77;226.76;227.74;224.86
5/9/22 10:50:00 PM;186.165;222.245;191.122;77;59.997;11;0.164;0.167;0.173;0.160;0.160;0.170;78;226.55;227.51;224.61
5/9/22 11:00:00 PM;182.736;217.579;189.570;76;59.995;10;0.164;0.167;0.173;0.150;0.160;0.160;77;227.17;228.14;225.25
5/9/22 11:10:00 PM;179.687;213.690;188.988;75;59.997;10;0.166;0.170;0.175;0.180;0.190;0.190;76;226.63;227.59;224.65
5/9/22 11:20:00 PM;182.354;214.856;186.271;75;60.000;10;0.162;0.166;0.171;0.160;0.170;0.180;76;227.17;228.16;225.23
5/9/22 11:30:00 PM;184.451;218.940;189.958;76;59.996;11;0.162;0.165;0.169;0.140;0.140;0.140;78;227.19;228.17;225.26
5/9/22 11:40:00 PM;180.258;215.245;185.689;75;60.006;10;0.164;0.167;0.172;0.190;0.190;0.200;76;227.32;228.35;225.33
5/9/22 11:50:00 PM;174.733;206.496;179.092;72;59.999;9;0.161;0.164;0.169;0.160;0.160;0.170;73;227.24;228.18;225.26
5/10/22 12:00:00 AM;177.781;214.079;183.361;74;59.990;10;0.171;0.176;0.179;0.250;0.260;0.260;75;227.16;228.18;225.24
5/10/22 12:10:00 AM;177.019;212.718;183.361;74;59.984;9;0.179;0.187;0.192;0.220;0.250;0.260;75;227.02;228.08;225.19
5/10/22 12:20:00 AM;185.975;219.718;187.824;77;59.997;11;0.183;0.194;0.198;0.190;0.220;0.220;78;228.03;229.00;226.12
5/10/22 12:30:00 AM;161.585;192.107;167.450;68;59.999;10;0.186;0.198;0.201;0.200;0.220;0.210;69;228.51;229.48;226.62
5/10/22 12:40:00 AM;189.976;223.023;192.868;78;59.998;12;0.188;0.200;0.204;0.200;0.200;0.210;80;228.28;229.23;226.45
5/10/22 12:50:00 AM;161.585;193.468;168.420;68;59.990;10;0.195;0.208;0.210;0.230;0.250;0.240;69;228.28;229.35;226.54
5/10/22 1:00:00 AM;180.258;216.023;189.764;75;59.998;10;0.199;0.211;0.214;0.210;0.210;0.220;77;227.69;228.76;226.03
5/10/22 1:10:00 AM;167.492;196.190;170.749;69;60.008;13;0.197;0.209;0.212;0.150;0.150;0.160;70;227.99;229.07;226.34
5/10/22 1:20:00 AM;172.446;202.412;176.570;71;59.993;13;0.198;0.209;0.212;0.170;0.180;0.180;73;228.52;229.60;226.85
5/10/22 1:30:00 AM;169.207;200.662;174.629;71;60.001;11;0.200;0.211;0.215;0.180;0.180;0.190;72;228.87;229.88;227.16
5/10/22 1:40:00 AM;166.158;197.357;170.749;69;60.001;11;0.200;0.211;0.213;0.190;0.190;0.180;70;228.18;229.18;226.57
5/10/22 1:50:00 AM;174.542;204.940;178.510;72;59.998;13;0.202;0.215;0.216;0.200;0.210;0.210;74;228.54;229.51;227.00
