7 May 2022 - 14 May 2022
Date/time;1000KVAFIMEED7_20220514_160405_10m_STD.Current L1 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Current L2 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Current L3 (A);1000KVAFIMEED7_20220514_160405_10m_STD.Active power III (kW);1000KVAFIMEED7_20220514_160405_10m_STD.Frequency (Hz);1000KVAFIMEED7_20220514_160405_10m_STD.Inductive power III (kvarL);1000KVAFIMEED7_20220514_160405_10m_STD.Plt L1;1000KVAFIMEED7_20220514_160405_10m_STD.Plt L2;1000KVAFIMEED7_20220514_160405_10m_STD.Plt L3;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L1;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L2;1000KVAFIMEED7_20220514_160405_10m_STD.Pst  L3;1000KVAFIMEED7_20220514_160405_10m_STD.Apparent power  III (kVA);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L12 (V);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L23 (V);1000KVAFIMEED7_20220514_160405_10m_STD.Voltage L31 (V)
5/10/22 2:00:00 AM;165.205;195.801;168.808;69;59.996;11;0.201;0.213;0.215;0.240;0.250;0.250;70;228.97;230.01;227.47
5/10/22 2:10:00 AM;166.539;195.607;172.301;70;60.001;9;0.196;0.206;0.206;0.150;0.160;0.160;71;229.49;230.48;227.96
5/10/22 2:20:00 AM;172.637;199.690;174.629;71;59.999;9;0.194;0.201;0.202;0.160;0.150;0.170;73;229.77;230.80;228.25
5/10/22 2:30:00 AM;166.920;197.940;170.749;69;59.989;9;0.193;0.199;0.202;0.190;0.190;0.200;71;229.65;230.61;228.20
5/10/22 2:40:00 AM;165.967;194.829;168.226;69;59.996;11;0.193;0.201;0.202;0.200;0.230;0.210;70;229.50;230.40;228.10
5/10/22 2:50:00 AM;167.492;197.940;168.808;70;59.998;11;0.190;0.198;0.199;0.200;0.220;0.220;71;229.42;230.33;228.03
5/10/22 3:00:00 AM;171.874;201.051;173.077;71;60.002;10;0.194;0.202;0.203;0.240;0.250;0.250;72;229.50;230.42;228.20
5/10/22 3:10:00 AM;168.444;196.773;169.196;70;60.001;11;0.196;0.205;0.205;0.190;0.190;0.190;71;229.52;230.44;228.22
5/10/22 3:20:00 AM;172.065;197.162;168.614;70;59.994;9;0.194;0.203;0.203;0.130;0.150;0.140;71;230.24;231.19;228.94
5/10/22 3:30:00 AM;162.919;193.079;167.062;68;60.001;11;0.193;0.204;0.203;0.170;0.190;0.190;69;229.82;230.82;228.57
5/10/22 3:40:00 AM;168.826;199.496;173.853;71;59.995;12;0.193;0.203;0.203;0.180;0.180;0.190;72;229.72;230.63;228.48
5/10/22 3:50:00 AM;168.254;196.190;170.943;70;59.996;11;0.194;0.203;0.202;0.210;0.210;0.200;71;229.44;230.37;228.28
5/10/22 4:00:00 AM;163.300;188.218;161.435;67;60.000;7;0.192;0.202;0.201;0.230;0.240;0.240;68;229.53;230.44;228.40
5/10/22 4:10:00 AM;169.778;195.996;169.778;70;60.010;10;0.194;0.204;0.203;0.180;0.190;0.190;71;229.79;230.71;228.68
5/10/22 4:20:00 AM;163.490;192.496;167.838;68;59.995;9;0.194;0.204;0.202;0.150;0.150;0.160;69;229.75;230.72;228.73
5/10/22 4:30:00 AM;165.777;193.857;167.450;69;59.998;13;0.194;0.204;0.203;0.200;0.190;0.210;70;229.17;230.14;228.07
5/10/22 4:40:00 AM;170.922;196.773;172.301;70;59.997;9;0.196;0.203;0.205;0.220;0.220;0.230;71;228.95;229.84;227.90
5/10/22 4:50:00 AM;162.919;190.746;166.674;68;59.986;10;0.197;0.204;0.204;0.210;0.230;0.210;69;228.46;229.38;227.49
5/10/22 5:00:00 AM;165.967;191.329;169.778;68;60.004;8;0.192;0.198;0.200;0.190;0.190;0.210;70;228.98;229.94;228.01
5/10/22 5:10:00 AM;166.348;191.524;164.346;68;59.999;10;0.192;0.199;0.201;0.190;0.200;0.200;69;228.99;229.98;228.05
5/10/22 5:20:00 AM;160.823;187.246;161.629;66;60.000;9;0.196;0.202;0.205;0.200;0.200;0.210;67;229.29;230.26;228.38
5/10/22 5:30:00 AM;174.351;202.607;176.764;72;60.002;10;0.197;0.203;0.209;0.180;0.200;0.230;73;229.24;230.22;228.40
5/10/22 5:40:00 AM;176.638;200.857;172.883;71;59.996;10;0.195;0.201;0.206;0.140;0.150;0.150;73;229.74;230.62;228.85
5/10/22 5:50:00 AM;197.789;219.523;181.226;78;59.997;13;0.192;0.199;0.205;0.180;0.190;0.180;79;229.46;230.38;228.56
5/10/22 6:00:00 AM;207.888;235.856;195.391;82;60.004;16;0.187;0.195;0.201;0.180;0.200;0.200;84;228.91;229.80;228.10
5/10/22 6:10:00 AM;180.830;206.690;174.435;73;59.986;11;0.188;0.196;0.202;0.190;0.200;0.200;74;228.56;229.40;227.78
5/10/22 6:20:00 AM;213.795;240.523;204.316;84;60.006;17;0.189;0.198;0.203;0.170;0.180;0.180;87;227.94;228.85;227.21
5/10/22 6:30:00 AM;195.121;236.245;200.824;81;60.003;14;0.185;0.195;0.199;0.140;0.150;0.150;83;228.21;228.98;227.48
5/10/22 6:40:00 AM;197.789;239.162;208.391;83;59.988;15;0.181;0.192;0.195;0.180;0.190;0.190;85;227.76;228.49;227.14
5/10/22 6:50:00 AM;239.138;283.300;251.272;98;60.001;22;0.181;0.190;0.196;0.210;0.210;0.220;101;227.02;227.64;226.42
5/10/22 7:00:00 AM;331.554;365.548;310.841;125;59.996;37;0.181;0.190;0.196;0.190;0.190;0.210;132;226.21;226.80;225.54
5/10/22 7:10:00 AM;377.667;407.547;347.319;140;60.003;46;0.180;0.190;0.195;0.180;0.200;0.190;147;225.37;225.81;224.58
5/10/22 7:20:00 AM;385.860;407.742;347.319;140;59.997;46;0.179;0.190;0.195;0.180;0.200;0.210;148;224.89;225.29;224.13
5/10/22 7:30:00 AM;435.022;461.018;390.976;156;59.999;55;0.183;0.193;0.195;0.220;0.230;0.230;166;223.87;224.28;223.17
5/10/22 7:40:00 AM;484.183;517.212;441.231;173;59.994;67;0.187;0.197;0.200;0.200;0.200;0.210;186;223.05;223.42;222.41
5/10/22 7:50:00 AM;508.574;542.100;454.619;180;59.996;69;0.187;0.196;0.200;0.180;0.180;0.180;193;222.50;222.94;221.85
5/10/22 8:00:00 AM;554.496;589.544;504.874;196;60.011;78;0.185;0.192;0.197;0.150;0.140;0.160;212;222.35;222.83;221.69
5/10/22 8:10:00 AM;563.261;606.266;527.576;202;59.992;80;0.184;0.190;0.195;0.180;0.180;0.180;217;221.90;222.22;221.22
5/10/22 8:20:00 AM;540.586;577.877;516.128;195;60.004;73;0.189;0.194;0.200;0.220;0.220;0.230;208;220.99;221.18;220.29
5/10/22 8:30:00 AM;564.785;593.044;542.710;203;60.003;74;0.192;0.197;0.203;0.190;0.190;0.200;216;220.37;220.46;219.58
5/10/22 8:40:00 AM;555.449;596.349;533.979;201;60.013;74;0.192;0.197;0.204;0.180;0.190;0.200;214;220.51;220.67;219.81
5/10/22 8:50:00 AM;586.889;618.515;554.934;209;60.007;79;0.192;0.197;0.204;0.210;0.210;0.220;224;220.77;220.92;220.02
5/10/22 9:00:00 AM;576.218;590.905;535.725;204;59.991;71;0.196;0.200;0.206;0.230;0.230;0.230;216;220.39;220.43;219.51
5/10/22 9:10:00 AM;542.682;578.266;506.232;195;59.988;69;0.194;0.198;0.204;0.150;0.160;0.170;207;220.65;220.91;219.87
5/10/22 9:20:00 AM;582.316;610.349;560.367;209;59.978;74;0.196;0.198;0.205;0.200;0.210;0.220;222;219.75;219.90;218.93
5/10/22 9:30:00 AM;556.401;594.988;542.710;204;60.016;67;0.192;0.195;0.203;0.180;0.190;0.210;215;219.88;220.02;219.11
5/10/22 9:40:00 AM;586.508;638.154;578.024;217;60.002;72;0.190;0.194;0.202;0.180;0.190;0.200;229;220.03;220.22;219.35
5/10/22 9:50:00 AM;570.883;620.849;571.039;212;59.993;68;0.191;0.195;0.204;0.190;0.190;0.200;224;219.91;220.00;219.20
5/10/22 10:00:00 AM;616.805;672.375;607.129;228;60.001;75;0.192;0.196;0.206;0.170;0.170;0.190;240;219.56;219.77;218.89
5/10/22 10:10:00 AM;649.580;661.292;612.174;232;59.997;74;0.191;0.195;0.206;0.160;0.170;0.180;243;219.55;219.62;218.74
5/10/22 10:20:00 AM;711.698;722.347;666.309;251;60.005;84;0.187;0.191;0.201;0.170;0.170;0.180;266;219.20;219.33;218.42
5/10/22 10:30:00 AM;675.494;695.125;631.577;241;59.993;75;0.186;0.191;0.201;0.180;0.190;0.200;253;219.00;219.26;218.36
5/10/22 10:40:00 AM;734.945;756.179;676.593;258;60.017;86;0.185;0.190;0.201;0.170;0.180;0.190;273;218.03;218.29;217.32
5/10/22 10:50:00 AM;739.519;744.707;676.593;258;60.007;88;0.180;0.185;0.195;0.140;0.140;0.140;273;219.14;219.32;218.43
5/10/22 11:00:00 AM;744.663;756.763;673.488;259;59.993;88;0.172;0.178;0.189;0.150;0.150;0.160;274;218.29;218.55;217.54
5/10/22 11:10:00 AM;726.752;727.791;662.429;252;59.998;84;0.175;0.180;0.191;0.190;0.190;0.200;266;218.05;218.16;217.20
5/10/22 11:20:00 AM;729.038;743.930;668.444;255;59.988;85;0.171;0.176;0.188;0.160;0.170;0.180;269;217.48;217.66;216.63
5/10/22 11:30:00 AM;732.659;745.680;669.802;256;60.006;86;0.168;0.172;0.183;0.140;0.130;0.150;270;217.93;218.20;217.10
5/10/22 11:40:00 AM;712.461;715.541;652.145;248;60.000;82;0.168;0.171;0.182;0.180;0.180;0.190;261;217.67;217.82;216.72
5/10/22 11:50:00 AM;729.038;746.457;652.921;252;59.996;84;0.167;0.171;0.181;0.180;0.190;0.190;266;217.01;217.35;216.24
5/10/22 12:00:00 PM;769.054;755.985;680.862;262;59.999;86;0.167;0.171;0.180;0.170;0.170;0.180;276;217.05;217.29;216.11
5/10/22 12:10:00 PM;752.476;749.180;679.891;259;60.004;88;0.171;0.173;0.182;0.200;0.190;0.200;274;217.91;218.11;216.91
5/10/22 12:20:00 PM;758.002;765.513;670.772;260;59.992;90;0.174;0.176;0.185;0.200;0.200;0.210;276;217.97;218.24;216.89
5/10/22 12:30:00 PM;784.488;781.262;712.295;269;60.002;95;0.175;0.177;0.186;0.190;0.200;0.210;285;217.43;217.53;216.33
5/10/22 12:40:00 PM;798.589;786.901;718.504;272;59.992;94;0.174;0.175;0.184;0.160;0.160;0.170;288;216.84;216.97;215.71
5/10/22 12:50:00 PM;775.723;745.096;709.579;264;60.007;88;0.180;0.182;0.190;0.210;0.220;0.220;279;216.73;216.74;215.59
5/10/22 1:00:00 PM;800.304;760.652;732.863;271;59.995;93;0.181;0.183;0.192;0.170;0.170;0.180;287;216.99;216.87;215.67
5/10/22 1:10:00 PM;775.723;752.096;716.758;265;59.999;94;0.180;0.183;0.191;0.180;0.190;0.190;282;217.79;217.69;216.48
5/10/22 1:20:00 PM;729.801;698.042;662.040;248;60.004;83;0.183;0.185;0.193;0.190;0.190;0.200;262;217.23;217.24;215.99
5/10/22 1:30:00 PM;736.851;721.763;675.235;253;60.001;88;0.186;0.189;0.196;0.190;0.190;0.200;268;217.61;217.61;216.43
5/10/22 1:40:00 PM;718.177;671.209;643.219;242;60.003;76;0.189;0.190;0.199;0.210;0.200;0.220;254;217.16;217.14;215.85
5/10/22 1:50:00 PM;775.723;754.624;715.206;266;60.012;91;0.187;0.188;0.196;0.150;0.150;0.150;281;217.41;217.41;216.11
5/10/22 2:00:00 PM;688.833;666.737;613.532;235;60.036;75;0.189;0.189;0.198;0.200;0.190;0.200;247;217.72;217.90;216.41
5/10/22 2:10:00 PM;718.177;678.792;643.219;243;59.998;77;0.188;0.189;0.198;0.190;0.190;0.200;255;217.34;217.33;215.88
5/10/22 2:20:00 PM;685.022;672.959;619.159;235;60.001;76;0.190;0.191;0.200;0.220;0.220;0.230;247;217.23;217.39;215.92
5/10/22 2:30:00 PM;674.160;656.820;595.293;230;59.990;73;0.190;0.189;0.198;0.180;0.170;0.190;242;217.63;217.79;216.27
5/10/22 2:40:00 PM;692.262;676.264;628.279;238;60.005;81;0.190;0.189;0.198;0.160;0.160;0.170;251;218.62;218.65;217.11
5/10/22 2:50:00 PM;656.058;648.459;596.069;227;59.995;73;0.189;0.187;0.196;0.200;0.200;0.200;239;218.39;218.61;217.07
5/10/22 3:00:00 PM;686.356;680.542;622.264;238;60.011;77;0.187;0.186;0.195;0.140;0.150;0.160;251;218.69;218.87;217.33
5/10/22 3:10:00 PM;674.732;659.542;619.935;233;60.006;76;0.190;0.188;0.198;0.210;0.210;0.220;247;218.95;219.04;217.61
5/10/22 3:20:00 PM;635.860;624.932;586.950;221;60.001;72;0.192;0.192;0.202;0.220;0.230;0.240;234;219.53;219.60;218.16
5/10/22 3:30:00 PM;699.313;684.236;623.234;240;59.990;80;0.191;0.190;0.200;0.170;0.170;0.180;253;218.69;218.90;217.36
5/10/22 3:40:00 PM;599.846;596.738;549.695;210;59.999;65;0.188;0.188;0.197;0.170;0.170;0.180;221;219.27;219.42;218.01
5/10/22 3:50:00 PM;698.741;692.792;663.787;244;60.010;85;0.193;0.196;0.204;0.220;0.240;0.240;259;218.82;218.98;217.48
5/10/22 4:00:00 PM;604.991;611.321;574.338;216;60.004;69;0.191;0.195;0.203;0.170;0.180;0.180;227;219.74;219.93;218.38
5/10/22 4:10:00 PM;645.197;637.571;599.756;227;59.994;74;0.190;0.195;0.203;0.180;0.190;0.200;239;220.24;220.46;218.85
5/10/22 4:20:00 PM;626.904;645.543;579.188;222;59.991;75;0.186;0.191;0.199;0.180;0.180;0.190;234;219.51;219.86;218.33
5/10/22 4:30:00 PM;632.811;646.709;566.964;222;59.994;72;0.187;0.194;0.200;0.190;0.200;0.200;234;219.97;220.38;218.69
5/10/22 4:40:00 PM;647.103;648.265;615.472;229;60.000;77;0.192;0.198;0.204;0.220;0.220;0.220;242;219.93;220.10;218.49
5/10/22 4:50:00 PM;648.055;661.681;589.084;228;59.992;78;0.190;0.196;0.202;0.170;0.170;0.180;242;220.67;221.12;219.29
5/10/22 5:00:00 PM;693.406;677.431;622.846;241;59.996;81;0.193;0.199;0.204;0.190;0.190;0.190;254;221.24;221.60;219.71
5/10/22 5:10:00 PM;624.046;643.015;575.502;223;60.002;71;0.191;0.197;0.202;0.190;0.190;0.190;235;221.63;222.00;220.21
5/10/22 5:20:00 PM;657.964;641.459;598.592;231;60.003;70;0.188;0.193;0.197;0.190;0.190;0.200;242;221.09;221.39;219.63
5/10/22 5:30:00 PM;658.154;665.181;591.024;233;60.006;73;0.187;0.192;0.196;0.150;0.150;0.150;245;222.11;222.51;220.74
5/10/22 5:40:00 PM;629.191;624.349;572.591;224;59.991;69;0.188;0.194;0.196;0.180;0.200;0.190;234;222.55;222.84;221.20
5/10/22 5:50:00 PM;680.258;679.570;603.637;240;60.006;76;0.188;0.194;0.196;0.220;0.240;0.240;252;222.92;223.38;221.60
5/10/22 6:00:00 PM;664.633;666.931;603.054;236;60.026;79;0.187;0.192;0.196;0.160;0.150;0.170;250;223.82;224.23;222.58
5/10/22 6:10:00 PM;640.814;640.293;582.487;229;60.009;74;0.187;0.192;0.195;0.180;0.180;0.190;241;224.07;224.57;222.87
5/10/22 6:20:00 PM;690.929;687.542;608.099;243;60.008;80;0.186;0.191;0.194;0.160;0.170;0.180;256;223.86;224.34;222.61
5/10/22 6:30:00 PM;639.671;633.293;575.502;227;59.997;74;0.187;0.192;0.196;0.200;0.210;0.220;239;224.11;224.59;222.93
5/10/22 6:40:00 PM;637.956;639.904;588.114;228;59.995;79;0.182;0.187;0.193;0.170;0.170;0.190;241;224.39;224.80;223.23
5/10/22 6:50:00 PM;605.753;590.516;569.293;216;60.005;72;0.183;0.188;0.195;0.180;0.180;0.200;228;223.98;224.27;222.71
5/10/22 7:00:00 PM;624.808;627.849;581.323;224;59.997;79;0.184;0.188;0.198;0.200;0.190;0.220;238;224.89;225.35;223.80
5/10/22 7:10:00 PM;618.901;602.182;567.934;219;60.003;74;0.185;0.189;0.198;0.200;0.200;0.200;231;224.45;224.71;223.20
5/10/22 7:20:00 PM;542.301;526.156;478.679;192;59.998;58;0.182;0.186;0.196;0.150;0.140;0.160;201;225.45;225.89;224.23
5/10/22 7:30:00 PM;586.127;562.322;507.008;205;59.985;64;0.182;0.186;0.196;0.150;0.150;0.160;215;225.47;225.82;224.07
5/10/22 7:40:00 PM;554.305;544.822;507.008;198;60.000;67;0.181;0.183;0.195;0.170;0.170;0.180;209;225.85;226.27;224.60
5/10/22 7:50:00 PM;607.468;585.266;544.650;214;60.000;73;0.196;0.183;0.190;0.310;0.240;0.190;226;225.93;226.36;224.51
5/10/22 8:00:00 PM;572.598;564.072;501.187;202;60.008;67;0.235;0.219;0.206;0.410;0.380;0.300;213;225.98;226.54;224.66
5/10/22 8:10:00 PM;531.440;527.906;483.918;191;59.986;61;0.263;0.242;0.240;0.410;0.370;0.410;201;225.87;226.36;224.60
5/10/22 8:20:00 PM;529.153;505.545;462.186;185;60.004;57;0.279;0.249;0.274;0.360;0.270;0.440;195;225.94;226.43;224.59
5/10/22 8:30:00 PM;521.340;524.406;468.201;186;60.011;64;0.287;0.249;0.278;0.310;0.220;0.280;198;226.50;227.02;225.15
5/10/22 8:40:00 PM;489.709;470.352;446.858;173;59.992;61;0.288;0.251;0.279;0.200;0.200;0.210;184;226.47;226.89;225.01
5/10/22 8:50:00 PM;464.938;443.713;402.812;163;59.986;51;0.287;0.251;0.278;0.170;0.180;0.190;171;226.28;226.76;224.81
5/10/22 9:00:00 PM;430.068;415.908;373.707;151;60.006;47;0.287;0.251;0.277;0.180;0.190;0.200;160;227.02;227.57;225.62
5/10/22 9:10:00 PM;343.559;318.104;311.811;123;60.001;30;0.286;0.250;0.277;0.180;0.190;0.190;127;226.82;227.24;225.43
5/10/22 9:20:00 PM;313.071;300.799;284.452;114;60.003;27;0.287;0.252;0.279;0.180;0.180;0.210;118;227.29;227.79;225.94
5/10/22 9:30:00 PM;304.115;276.689;276.303;110;59.999;24;0.288;0.253;0.281;0.200;0.190;0.210;113;228.09;228.63;226.64
5/10/22 9:40:00 PM;309.450;300.605;281.153;113;59.992;30;0.290;0.256;0.283;0.220;0.220;0.230;117;227.76;228.39;226.37
5/10/22 9:50:00 PM;294.588;281.161;264.855;107;59.999;26;0.281;0.251;0.283;0.160;0.160;0.180;110;227.70;228.46;226.33
5/10/22 10:00:00 PM;292.682;282.327;264.855;107;60.008;27;0.256;0.226;0.274;0.130;0.130;0.140;111;228.39;229.22;227.00
5/10/22 10:10:00 PM;243.711;259.772;220.033;93;60.002;19;0.225;0.197;0.248;0.170;0.170;0.170;96;228.87;229.89;227.59
5/10/22 10:20:00 PM;259.716;261.328;229.929;96;59.990;22;0.198;0.185;0.203;0.140;0.150;0.150;99;228.98;229.89;227.48
5/10/22 10:30:00 PM;252.286;270.855;226.630;96;59.997;23;0.183;0.184;0.195;0.220;0.210;0.220;99;228.48;229.43;226.96
5/10/22 10:40:00 PM;249.428;247.717;221.973;93;60.003;18;0.184;0.185;0.197;0.210;0.210;0.230;95;228.17;229.05;226.68
5/10/22 10:50:00 PM;184.832;199.301;167.256;71;60.002;9;0.235;0.235;0.248;0.440;0.440;0.460;73;228.03;228.92;226.59
5/10/22 11:00:00 PM;187.118;173.829;156.584;68;60.003;4;0.235;0.235;0.248;0.190;0.190;0.200;68;228.14;229.04;226.64
5/10/22 11:10:00 PM;194.740;186.857;164.928;71;60.001;6;0.240;0.240;0.253;0.250;0.260;0.260;72;228.41;229.37;226.85
5/10/22 11:20:00 PM;208.650;199.496;183.167;77;59.996;10;0.239;0.239;0.250;0.150;0.150;0.150;78;228.85;229.72;227.23
5/10/22 11:30:00 PM;192.263;180.246;162.405;70;60.009;5;0.236;0.237;0.247;0.130;0.140;0.150;71;229.41;230.26;227.76
5/10/22 11:40:00 PM;175.495;173.441;153.480;66;59.993;5;0.236;0.237;0.247;0.220;0.220;0.220;66;229.39;230.37;227.87
5/10/22 11:50:00 PM;197.598;190.357;174.047;73;59.998;8;0.236;0.237;0.247;0.170;0.170;0.180;74;229.08;230.02;227.49
5/11/22 12:00:00 AM;190.167;185.690;160.659;70;59.994;8;0.239;0.241;0.250;0.200;0.210;0.210;71;228.95;229.97;227.35
5/11/22 12:10:00 AM;184.260;186.079;157.748;69;60.000;6;0.239;0.241;0.250;0.160;0.170;0.190;70;228.85;229.85;227.36
5/11/22 12:20:00 AM;195.312;184.913;172.689;72;60.001;7;0.239;0.240;0.250;0.140;0.140;0.150;73;229.34;230.26;227.80
5/11/22 12:30:00 AM;173.970;180.246;150.957;66;59.996;6;0.236;0.240;0.251;0.180;0.200;0.230;67;229.51;230.61;228.14
5/11/22 12:40:00 AM;193.787;181.996;168.614;71;59.996;8;0.236;0.240;0.249;0.200;0.220;0.200;72;229.43;230.38;227.94
5/11/22 12:50:00 AM;177.591;180.635;157.942;68;59.997;6;0.192;0.202;0.207;0.230;0.260;0.260;68;229.52;230.60;228.19
5/11/22 1:00:00 AM;199.504;189.190;166.480;73;59.999;8;0.193;0.204;0.209;0.210;0.210;0.230;73;229.37;230.43;228.01
5/11/22 1:10:00 AM;175.304;183.552;155.808;67;60.002;7;0.190;0.198;0.204;0.220;0.210;0.210;68;229.55;230.67;228.36
5/11/22 1:20:00 AM;193.216;176.941;161.823;70;60.006;5;0.190;0.199;0.206;0.160;0.170;0.180;71;230.09;231.11;228.80
5/11/22 1:30:00 AM;171.874;176.941;154.838;66;59.990;7;0.192;0.201;0.207;0.160;0.170;0.180;67;230.66;231.71;229.42
5/11/22 1:40:00 AM;191.310;181.607;162.017;70;59.998;6;0.189;0.198;0.206;0.190;0.190;0.210;71;229.83;230.84;228.63
5/11/22 1:50:00 AM;178.925;180.635;155.808;68;59.996;8;0.190;0.203;0.209;0.190;0.230;0.210;68;230.11;231.19;229.07
5/11/22 2:00:00 AM;196.074;186.468;162.211;72;60.002;7;0.189;0.201;0.207;0.190;0.190;0.190;72;230.33;231.39;229.24
5/11/22 2:10:00 AM;166.920;173.829;149.017;64;60.000;7;0.193;0.205;0.208;0.210;0.220;0.200;65;230.73;231.88;229.80
5/11/22 2:20:00 AM;193.406;178.885;167.062;71;59.997;8;0.193;0.206;0.208;0.140;0.150;0.160;72;231.00;232.02;229.89
5/11/22 2:30:00 AM;182.354;187.440;157.166;69;60.008;9;0.190;0.202;0.202;0.120;0.130;0.140;70;231.04;232.16;230.09
5/11/22 2:40:00 AM;185.022;174.413;154.644;68;59.991;6;0.191;0.200;0.204;0.210;0.200;0.220;68;230.72;231.74;229.64
5/11/22 2:50:00 AM;168.444;173.246;146.106;64;60.006;5;0.184;0.190;0.194;0.140;0.150;0.150;65;230.49;231.59;229.63
5/11/22 3:00:00 AM;200.647;190.940;175.211;74;59.994;11;0.181;0.188;0.191;0.180;0.190;0.200;76;230.96;232.00;229.99
5/11/22 3:10:00 AM;170.731;175.191;147.853;65;59.978;6;0.176;0.184;0.187;0.170;0.170;0.170;66;230.24;231.30;229.43
5/11/22 3:20:00 AM;184.260;177.135;155.614;68;59.992;6;0.183;0.191;0.195;0.230;0.240;0.250;69;230.48;231.55;229.67
5/11/22 3:30:00 AM;171.684;173.052;149.211;65;60.010;6;0.182;0.191;0.194;0.150;0.160;0.170;66;230.89;231.95;230.11
5/11/22 3:40:00 AM;190.739;183.163;165.122;71;60.000;9;0.181;0.189;0.191;0.170;0.170;0.180;72;231.41;232.37;230.50
5/11/22 3:50:00 AM;172.637;174.802;149.599;65;60.001;8;0.185;0.189;0.193;0.230;0.230;0.220;66;230.81;231.89;230.09
5/11/22 4:00:00 AM;188.643;176.357;157.748;69;59.994;6;0.183;0.188;0.192;0.170;0.180;0.180;70;230.38;231.35;229.60
5/11/22 4:10:00 AM;174.161;178.107;154.450;67;60.001;8;0.180;0.182;0.189;0.170;0.150;0.170;67;230.51;231.60;229.87
5/11/22 4:20:00 AM;174.351;164.691;145.330;64;60.002;5;0.182;0.186;0.192;0.170;0.200;0.190;65;231.13;232.18;230.45
5/11/22 4:30:00 AM;168.254;174.607;145.912;64;60.007;7;0.185;0.190;0.195;0.180;0.190;0.190;65;231.17;232.25;230.51
5/11/22 4:40:00 AM;183.307;178.107;162.211;69;60.001;8;0.179;0.185;0.189;0.130;0.130;0.140;70;231.11;232.14;230.46
5/11/22 4:50:00 AM;175.876;173.635;150.763;66;59.991;7;0.181;0.187;0.192;0.170;0.180;0.200;67;231.11;232.17;230.47
5/11/22 5:00:00 AM;172.827;180.829;146.494;66;59.985;6;0.180;0.186;0.192;0.170;0.180;0.200;67;230.45;231.52;229.76
5/11/22 5:10:00 AM;178.162;177.913;156.390;68;60.002;7;0.180;0.188;0.195;0.170;0.190;0.210;68;230.87;231.87;230.20
5/11/22 5:20:00 AM;173.589;172.274;149.793;65;59.999;6;0.174;0.181;0.188;0.170;0.170;0.180;66;230.55;231.56;229.90
5/11/22 5:30:00 AM;175.495;170.524;148.047;65;59.998;6;0.176;0.182;0.189;0.180;0.180;0.180;66;230.70;231.66;229.98
5/11/22 5:40:00 AM;172.255;181.413;152.510;66;59.996;8;0.176;0.183;0.189;0.170;0.180;0.190;67;230.30;231.29;229.71
5/11/22 5:50:00 AM;182.164;174.607;156.390;68;60.011;7;0.166;0.174;0.183;0.110;0.120;0.130;68;231.08;231.89;230.28
5/11/22 6:00:00 AM;177.591;177.524;150.375;67;59.992;6;0.166;0.174;0.184;0.170;0.180;0.190;67;230.83;231.67;230.13
5/11/22 6:10:00 AM;181.021;182.190;154.256;68;59.988;7;0.165;0.175;0.184;0.160;0.170;0.170;69;229.85;230.65;229.24
5/11/22 6:20:00 AM;165.777;170.330;146.689;63;59.988;6;0.163;0.170;0.181;0.140;0.140;0.150;64;229.19;229.94;228.63
5/11/22 6:30:00 AM;181.973;174.996;154.838;67;60.004;5;0.160;0.168;0.178;0.150;0.160;0.160;68;228.89;229.52;228.26
5/11/22 6:40:00 AM;177.019;177.718;151.151;66;60.005;5;0.167;0.176;0.185;0.210;0.220;0.220;67;228.63;229.28;227.99
5/11/22 6:50:00 AM;189.976;175.579;158.136;69;60.006;5;0.165;0.173;0.181;0.140;0.140;0.140;69;228.82;229.41;228.20
5/11/22 7:00:00 AM;197.217;198.718;165.316;73;60.006;7;0.162;0.169;0.175;0.120;0.120;0.110;74;228.31;228.97;227.80
5/11/22 7:10:00 AM;277.629;266.383;234.974;100;59.987;17;0.159;0.164;0.169;0.130;0.130;0.150;102;227.29;227.89;226.69
5/11/22 7:20:00 AM;434.069;446.435;373.707;152;59.995;54;0.158;0.163;0.170;0.160;0.160;0.190;164;226.01;226.59;225.47
5/11/22 7:30:00 AM;484.946;478.129;420.663;169;59.991;61;0.154;0.160;0.167;0.130;0.130;0.140;180;225.50;226.05;224.76
5/11/22 7:40:00 AM;492.186;499.712;445.694;175;60.012;65;0.150;0.155;0.162;0.120;0.120;0.120;187;224.91;225.37;224.29
5/11/22 7:50:00 AM;490.281;504.962;438.514;174;60.000;65;0.155;0.160;0.167;0.180;0.180;0.190;186;224.51;225.03;223.95
5/11/22 8:00:00 AM;499.999;502.434;436.186;175;60.012;62;0.152;0.156;0.163;0.130;0.140;0.150;186;224.33;224.82;223.66
5/11/22 8:10:00 AM;549.732;554.156;480.620;191;59.999;71;0.150;0.153;0.161;0.130;0.130;0.140;204;223.18;223.73;222.53
5/11/22 8:20:00 AM;576.028;561.350;486.441;196;59.991;70;0.151;0.155;0.162;0.160;0.160;0.170;208;222.22;222.68;221.42
5/11/22 8:30:00 AM;542.872;543.850;459.470;187;60.006;63;0.153;0.155;0.164;0.170;0.170;0.180;198;221.80;222.40;221.18
